ReturnID,SaleID,ReasonKey,ReturnAmount
1178,1687,2,728.04
1179,23478,3,1753.52
1180,12273,3,710.45
1181,17400,1,868.45
1182,1082,4,1058.76
1183,16850,2,775.09
1184,172,1,1670.87
1185,16870,1,2323.42
1186,20042,2,1217.58
1187,26882,4,882.91
1188,7043,1,2512.94
1189,11712,4,780.3
1190,8318,4,1777.15
1191,17939,1,577.89
1192,2887,1,2383.84
1193,25143,1,1744.92
1194,19198,3,1159.47
1195,15190,3,1205.9
1196,18120,1,1737.42
1197,15870,4,1468.42
1198,12665,2,1731.03
1199,3878,2,2555.97
1200,21394,1,1460.16
1201,12853,1,2297.17
1202,3141,2,644.7
1203,29652,1,2801.65
1204,26745,3,2911.88
1205,10193,2,2553.26
1206,29582,2,768.24
1207,5674,4,607.04
1208,11729,1,476.96
1209,14706,2,1611.83
1210,419,2,2026.53
1211,23326,2,1076.19
1212,1028,3,2870.21
1213,14586,1,2011.12
1214,2992,3,804.7
1215,13261,2,1584.66
1216,846,1,2072.85
1217,20870,2,235.21
1218,3655,4,2957.48
1219,21692,3,1846.93
1220,10824,3,2351.12
1221,18686,4,2565.46
1222,16835,3,202.88
1223,16877,4,1558.62
1224,22190,3,558.73
1225,1151,4,290.29
1226,13477,4,1913.71
1227,7217,4,2438.28
1228,28889,1,600.51
1229,8491,2,484.05
1230,14578,2,691.62
1231,7277,4,1164.1
1232,8027,1,2517.81
1233,17470,2,2641.84
1234,1231,2,1990.46
1235,11259,4,2073.61
1236,16191,3,774.12
1237,11804,2,1468.66
1238,7196,3,2886.83
1239,22038,2,2207.25
1240,12513,1,2478.99
1241,21505,1,2504.55
1242,13600,2,1754.66
1243,3064,1,2523.34
1244,18887,3,2968.52
1245,29845,3,837.61
1246,3493,1,2846.08
1247,15142,4,571.42
1248,24276,2,1985.8
1249,3542,2,1726.52
1250,17309,3,1635.08
1251,20483,4,1112.28
1252,16228,3,980.73
1253,23599,3,2406.87
1254,7705,4,894.11
1255,23494,2,2878.8
1256,23333,3,2804.47
1257,29475,1,1168.59
1258,15978,1,948.46
1259,12470,3,1675.6
1260,27759,2,933.35
1261,7776,1,795.82
1262,18155,1,2380.16
1263,15658,4,398.56
1264,5321,2,1062.05
1265,17983,4,357.47
1266,17248,1,1738.11
1267,10355,4,594.86
1268,8714,3,1935.27
1269,22628,1,2839.89
1270,9074,4,1502.95
1271,4551,4,612.46
1272,5519,1,2717.6
1273,26320,1,358.2
1274,16391,1,1066.64
1275,26551,2,985.0
1276,20520,4,1534.11
1277,29921,2,797.35
1278,21138,1,1696.46
1279,15164,3,324.63
1280,10100,1,556.77
1281,14661,3,2703.71
1282,5396,3,2579.83
1283,25233,1,1081.19
1284,17834,4,1516.28
1285,23420,2,1064.36
1286,24065,4,1347.13
1287,23707,2,1982.4
1288,12111,4,1212.36
1289,4285,4,1420.02
1290,25247,4,1068.06
1291,12953,3,726.87
1292,1982,3,1688.11
1293,29872,3,623.64
1294,7448,2,744.86
1295,11707,3,566.8
1296,3468,2,2682.66
1297,24521,2,2049.08
1298,8444,2,2692.96
1299,7730,2,723.62
1300,13609,4,1861.7
1301,8927,4,239.56
1302,21061,4,2141.02
1303,24666,4,814.66
1304,17697,3,1580.65
1305,2013,2,1179.81
1306,16798,3,2652.69
1307,28642,3,2758.52
1308,13592,3,2336.01
1309,26415,3,987.33
1310,26436,2,1943.55
1311,7218,2,2054.3
1312,626,2,2702.34
1313,15026,1,1657.17
1314,10037,3,254.4
1315,25715,3,2115.03
1316,20537,4,2172.74
1317,7530,3,637.64
1318,6608,1,960.0
1319,3325,4,273.58
1320,18565,1,2507.84
1321,8972,4,1088.32
1322,23867,4,939.59
1323,27155,1,240.45
1324,29612,3,878.33
1325,14932,1,2669.66
1326,18179,2,1957.86
1327,11628,2,669.49
1328,10275,1,723.01
1329,8780,4,1513.14
1330,29760,1,2508.5
1331,20970,4,722.0
1332,8560,1,425.72
1333,13945,2,1283.86
1334,14133,2,1552.56
1335,16799,2,716.84
1336,10957,1,1119.83
1337,29234,4,1151.09
1338,8331,3,2740.08
1339,26858,2,2896.58
1340,5612,4,691.3
1341,17671,4,626.66
1342,7810,3,2176.71
1343,20560,1,1178.01
1344,20557,3,2785.74
1345,18519,2,2199.1
1346,25237,1,2609.48
1347,23371,1,1244.5
1348,6784,4,1470.11
1349,19352,4,2202.19
1350,10594,3,1711.91
1351,26060,2,2192.67
1352,2153,3,361.43
1353,27692,4,1789.99
1354,22837,2,2905.82
1355,15713,2,837.76
1356,27308,3,631.57
1357,20388,3,505.69
1358,7686,3,2837.36
1359,28902,3,2692.44
1360,6620,4,1807.26
1361,9263,4,1331.08
1362,2743,1,1503.69
1363,14787,4,229.95
1364,3937,3,1582.71
1365,9833,3,2110.57
1366,17646,3,1519.0
1367,19247,2,222.13
1368,21218,4,2231.26
1369,4815,4,1511.69
1370,15634,2,1199.99
1371,25299,2,447.33
1372,24361,2,1822.15
1373,27727,4,1912.5
1374,9961,4,1851.51
1375,6264,3,991.84
1376,14587,4,1143.41
1377,27670,3,1977.26
1378,27485,1,2777.14
1379,14564,4,2731.27
1380,7519,1,2619.52
1381,11937,1,637.68
1382,11635,2,1413.14
1383,26573,4,1240.31
1384,12748,2,2058.34
1385,18739,2,715.83
1386,19690,3,2278.04
1387,9667,1,1560.34
1388,22079,2,2959.73
1389,5653,3,668.52
1390,24439,1,1433.28
1391,9785,1,2536.75
1392,16702,1,307.65
1393,11806,4,732.0
1394,19759,1,2262.22
1395,10014,2,2407.28
1396,12736,4,460.06
1397,1840,1,820.97
1398,23586,2,504.32
1399,23557,2,1305.88
1400,8239,3,488.21
1401,28826,4,1298.88
1402,21589,4,2837.43
1403,20987,1,1891.97
1404,6232,1,2650.56
1405,26897,4,1522.73
1406,25088,4,2515.07
1407,19393,2,1861.41
1408,10824,4,492.23
1409,21004,4,2963.85
1410,2846,4,935.81
1411,25610,2,2828.29
1412,6452,2,1055.15
1413,20016,4,964.63
1414,24437,1,2824.0
1415,14323,4,1735.72
1416,9435,3,1612.5
1417,19391,1,2029.45
1418,5253,3,2555.75
1419,7245,4,1488.19
1420,5727,2,2958.84
1421,6309,2,1302.24
1422,25168,2,2234.19
1423,9205,1,2408.07
1424,19985,4,2169.56
1425,11087,1,868.15
1426,19860,3,1948.61
1427,18367,1,280.25
1428,15302,4,2163.4
1429,21450,3,456.48
1430,21006,3,926.28
1431,27156,2,2947.38
1432,14307,3,1200.99
1433,22369,4,2317.45
1434,5654,2,2148.69
1435,9140,3,2611.25
1436,15276,4,1583.28
1437,1894,4,1360.58
1438,24418,1,2632.03
1439,10045,1,606.79
1440,24034,3,296.42
1441,207,1,1173.02
1442,24156,1,2671.31
1443,18517,4,2685.39
1444,26948,2,1281.52
1445,4015,2,831.17
1446,4503,3,2334.67
1447,23482,3,2498.32
1448,21758,3,1810.41
1449,23523,4,549.32
1450,7812,4,1024.72
1451,506,3,2025.07
1452,13742,4,2786.64
1453,23685,4,1332.29
1454,27614,2,1008.92
1455,11377,1,2730.76
1456,6397,1,2912.92
1457,18126,3,2669.85
1458,19859,3,1197.88
1459,6959,3,2825.99
1460,7419,1,1760.57
1461,16128,3,1726.84
1462,28088,1,1493.79
1463,22051,2,2832.05
1464,20587,1,2293.42
1465,5185,1,1136.43
1466,2027,4,2557.74
1467,22134,3,581.64
1468,29502,1,737.46
1469,8294,4,908.6
1470,26537,3,2996.19
1471,6771,2,1708.54
1472,26647,2,2571.18
1473,4853,4,1903.35
1474,8701,1,2556.81
1475,3501,3,1755.72
1476,7663,3,2667.75
1477,8821,3,611.52
1478,7170,1,2487.81
1479,23637,2,2155.52
1480,5633,3,1263.63
1481,3437,4,2819.64
1482,28768,1,2037.47
1483,7317,3,2569.99
1484,3624,2,2452.35
1485,23703,1,628.15
1486,5426,4,233.99
1487,5406,3,915.75
1488,27199,1,2498.97
1489,21282,3,2752.36
1490,3893,1,2979.17
1491,3929,2,2588.32
1492,26043,4,1466.61
1493,8035,3,2661.45
1494,15062,2,1746.1
1495,20742,1,2736.76
1496,13903,4,2649.55
1497,6607,3,2011.66
1498,2443,4,635.42
1499,1853,2,1583.34
1500,25772,1,2512.56
1501,17516,2,1833.46
1502,468,1,2961.56
1503,23254,2,2750.3
1504,13989,4,261.55
1505,7196,1,2390.82
1506,26530,4,2595.39
1507,7887,2,553.45
1508,27089,2,1734.75
1509,17404,1,1317.83
1510,14520,3,2995.85
1511,12189,3,835.05
1512,9705,2,2781.28
1513,17043,2,1716.96
1514,13655,2,205.34
1515,29279,2,514.99
1516,27742,1,2491.66
1517,24478,1,2719.99
1518,23173,4,2129.29
1519,21256,4,1162.84
1520,26289,2,1831.96
1521,27301,3,776.56
1522,1310,2,2556.96
1523,14719,4,1899.91
1524,11764,3,1959.9
1525,17112,4,2675.06
1526,4411,2,1836.88
1527,12106,4,1782.87
1528,6068,4,307.27
1529,24837,3,455.23
1530,161,3,2610.6
1531,19420,2,645.75
1532,4674,3,2756.04
1533,15557,1,1136.92
1534,27209,1,917.33
1535,11297,3,2218.28
1536,20951,2,1157.07
1537,8134,2,1421.0
1538,17777,1,2140.34
1539,18773,2,2788.31
1540,7265,2,687.03
1541,28460,2,1778.17
1542,26619,4,1134.54
1543,5611,4,2126.93
1544,6586,4,1681.56
1545,27651,2,2657.75
1546,414,1,595.59
1547,2392,3,689.35
1548,741,4,1641.17
1549,188,3,432.63
1550,3283,1,2992.95
1551,5558,4,1415.55
1552,10567,3,2781.69
1553,12229,4,733.18
1554,14316,3,450.1
1555,591,4,2638.01
1556,17569,1,2827.29
1557,22867,3,2462.14
1558,25826,4,2872.28
1559,14060,4,445.13
1560,19096,4,2142.43
1561,20279,1,1198.95
1562,10297,2,1397.48
1563,2968,4,1291.89
1564,6912,3,356.17
1565,13622,2,1016.75
1566,11230,1,659.42
1567,19033,4,1610.18
1568,6110,2,1994.51
1569,28587,4,2079.19
1570,19648,1,2954.68
1571,1130,2,1476.11
1572,22280,4,2374.32
1573,17244,3,1743.09
1574,21221,4,1547.65
1575,24432,2,343.16
1576,13612,1,880.27
1577,17735,1,1335.87
1578,23201,1,2789.31
1579,14488,2,293.8
1580,25403,3,575.18
1581,11774,3,2037.25
1582,4141,4,2355.33
1583,308,3,980.73
1584,17003,3,1820.27
1585,14059,3,2292.3
1586,9510,1,2725.13
1587,1405,2,388.04
1588,19154,4,2374.24
1589,17008,2,2096.65
1590,6414,4,399.42
1591,15814,4,2987.99
1592,17910,1,2308.76
1593,16556,2,535.3
1594,25204,1,1048.75
1595,5877,2,1449.98
1596,12153,2,895.18
1597,17989,3,273.82
1598,17285,2,2684.03
1599,7165,4,1113.64
1600,315,1,2180.67
1601,11769,4,1487.9
1602,13058,4,1126.48
1603,18720,3,2393.34
1604,21563,3,886.53
1605,2143,3,1349.07
1606,23620,3,1292.94
1607,18805,4,1927.29
1608,7906,2,365.75
1609,17891,3,467.85
1610,7196,4,2221.66
1611,25133,1,2377.99
1612,6351,1,1613.89
1613,2896,4,2904.21
1614,21586,3,2625.8
1615,5542,1,1005.88
1616,26023,3,2484.24
1617,13564,3,507.71
1618,7476,1,2178.18
1619,16226,4,1245.92
1620,1798,2,1809.6
1621,10967,4,1131.97
1622,29320,3,1225.66
1623,25395,2,1213.05
1624,22239,3,2785.72
1625,7839,4,605.57
1626,11265,2,1837.52
1627,2346,3,364.38
1628,13729,1,2085.94
1629,7428,3,1216.14
1630,15968,2,2284.98
1631,22227,1,1524.42
1632,29943,4,2696.44
1633,27682,3,1584.86
1634,1629,2,603.98
1635,29446,2,919.89
1636,22091,3,1178.46
1637,2423,3,690.43
1638,13022,3,2902.24
1639,16697,2,402.34
1640,26856,1,1457.67
1641,26857,3,1071.59
1642,23870,3,2740.44
1643,5249,2,1158.91
1644,21581,1,205.28
1645,5618,2,1456.03
1646,24720,2,2665.51
1647,18718,2,1471.99
1648,2114,3,1171.37
1649,12275,4,291.38
1650,10934,3,530.54
1651,23930,4,2040.08
1652,2809,3,1643.55
1653,18686,1,2944.15
1654,3476,2,2480.68
1655,25230,3,1117.75
1656,11922,1,703.13
1657,23415,4,334.48
1658,5281,2,1397.72
1659,9255,4,959.41
1660,1722,3,1632.76
1661,19223,1,991.84
1662,8512,4,2627.5
1663,26918,3,1869.18
1664,23059,1,1067.85
1665,27723,1,2151.47
1666,27142,2,1833.31
1667,11311,3,517.2
1668,5857,4,2010.75
1669,21273,4,2623.9
1670,14536,1,1871.73
1671,24086,3,1074.54
1672,7508,1,2605.71
1673,2276,3,372.55
1674,9094,3,2725.57
1675,18440,1,1079.22
1676,22310,4,1279.89
1677,18083,3,1582.68
1678,17524,4,997.39
1679,16141,3,2873.57
1680,18982,1,1867.38
1681,7355,3,827.78
1682,3294,2,2380.03
1683,29026,1,2156.27
1684,28279,1,1733.54
1685,19076,2,1007.7
1686,17233,3,1796.82
1687,17341,3,1038.4
1688,27301,1,2997.52
1689,15800,2,2459.73
1690,9947,3,2659.94
1691,14787,3,911.06
1692,2462,3,2826.51
1693,5565,1,1027.09
1694,2163,1,1722.64
1695,10041,1,1333.24
1696,7244,4,2738.84
1697,22458,3,1146.34
1698,1328,1,2991.54
1699,12918,1,279.83
1700,10187,1,851.11
1701,29715,1,1099.28
1702,28368,1,2109.44
1703,1041,3,579.31
1704,1576,1,604.6
1705,21237,1,1507.33
1706,26697,2,2278.74
1707,5859,1,1601.72
1708,13420,1,2605.33
1709,11873,3,1822.75
1710,8774,2,475.54
1711,16815,4,2616.55
1712,25591,1,758.89
1713,22471,2,1068.2
1714,19632,4,2131.7
1715,18214,4,1985.01
1716,5522,1,348.72
1717,7969,2,644.61
1718,14426,1,1883.38
1719,29402,4,552.62
1720,12341,1,2529.98
1721,25628,1,2115.66
1722,82,3,2405.96
1723,22878,4,423.95
1724,22477,4,920.09
1725,3046,4,479.95
1726,12813,3,319.71
1727,21342,4,600.82
1728,17890,4,827.07
1729,23938,3,2459.9
1730,3128,1,2761.06
1731,20297,2,2892.25
1732,5769,4,1951.7
1733,21275,1,596.16
1734,29688,3,2693.5
1735,2971,1,1369.29
1736,13352,4,2747.33
1737,4642,2,1242.0
1738,21152,3,1906.38
1739,24496,4,1353.67
1740,26914,3,1428.55
1741,2182,1,1662.85
1742,6653,2,2930.23
1743,10664,4,459.07
1744,2943,4,219.11
1745,13654,1,575.0
1746,5057,2,2645.54
1747,26268,3,1655.59
1748,3617,2,2608.07
1749,17942,3,968.5
1750,15859,2,1216.85
1751,10809,2,1549.29
1752,13468,4,1219.52
1753,24321,3,1463.14
1754,4393,2,804.86
1755,8116,3,2328.1
1756,9891,3,574.16
1757,29460,2,835.52
1758,14283,4,1137.37
1759,28904,1,757.11
1760,22247,1,1649.65
1761,2811,4,2431.46
1762,15290,2,2859.91
1763,11385,1,2978.16
1764,9219,3,2957.05
1765,28414,4,2446.69
1766,29662,3,1754.69
1767,18887,2,997.63
1768,2089,4,1033.3
1769,12513,2,2522.06
1770,18120,4,232.05
1771,23546,1,2291.45
1772,22766,1,2046.15
1773,19545,1,2924.97
1774,14341,4,225.96
1775,17486,4,1383.15
1776,11722,4,1988.36
1777,6577,2,278.18
1778,29478,2,2529.4
1779,6404,3,257.39
1780,25264,3,1747.8
1781,18595,1,2490.77
1782,22394,3,712.89
1783,17629,3,1769.04
1784,17542,1,2039.88
1785,8877,4,331.37
1786,25487,2,1643.09
1787,23307,4,2792.27
1788,378,3,1028.68
1789,1680,2,2330.0
1790,15122,1,954.48
1791,16162,4,2073.34
1792,17756,3,2516.12
1793,6573,4,1625.63
1794,9405,3,1147.02
1795,16260,4,2305.83
1796,14672,3,1231.62
1797,27318,2,281.17
1798,3735,1,377.37
1799,8222,2,2988.4
1800,27026,3,2897.11
1801,19786,1,1613.18
1802,10951,4,1964.21
1803,5264,4,1694.38
1804,28929,2,631.21
1805,20523,2,1095.5
1806,5577,3,2881.61
1807,29059,2,2085.33
1808,15382,4,1606.21
1809,11110,3,1371.2
1810,21899,2,1298.06
1811,22814,2,2471.81
1812,26365,2,1241.78
1813,27463,1,2349.51
1814,7126,1,1774.43
1815,24965,2,1091.8
1816,10939,2,343.75
1817,26528,3,469.97
1818,29739,3,2614.35
1819,27539,2,1976.88
1820,17147,2,1193.77
1821,10648,4,2004.65
1822,6140,4,283.06
1823,10706,3,1761.37
1824,21792,4,638.48
1825,227,4,2230.4
1826,26847,3,2595.48
1827,4927,3,2348.15
1828,14300,3,2325.93
1829,11348,1,1616.93
1830,29847,1,2060.74
1831,17788,4,2966.38
1832,4128,2,2744.96
1833,25517,2,861.99
1834,21318,4,1456.13
1835,14649,2,948.86
1836,20858,3,1489.16
1837,23425,3,1734.91
1838,29909,1,2363.35
1839,26071,1,2437.11
1840,22715,1,1292.13
1841,10336,2,2111.21
1842,24164,1,1994.92
1843,25639,2,2333.19
1844,4409,2,2917.73
1845,21303,3,225.09
1846,16207,2,2199.23
1847,19129,1,2573.04
1848,5454,1,374.03
1849,29473,3,2375.05
1850,18493,3,2773.27
1851,8381,1,779.68
1852,28065,4,735.91
1853,21716,1,2666.91
1854,6225,2,2078.29
1855,27963,3,310.98
1856,19613,3,430.44
1857,9015,1,777.48
1858,13265,4,616.22
1859,3553,3,363.26
1860,25405,3,1637.34
1861,7091,4,730.78
1862,10464,3,378.74
1863,8430,1,1430.26
1864,25268,1,625.05
1865,8355,2,983.38
1866,4292,2,2970.72
1867,28371,1,2450.62
1868,6153,4,293.45
1869,12590,3,2278.15
1870,20738,3,1669.92
1871,22830,4,2501.21
1872,29859,1,1569.44
1873,18513,4,541.72
1874,20897,4,2502.01
1875,19664,4,2149.96
1876,21537,2,2066.36
1877,3079,2,350.04
1878,12877,3,2344.07
1879,3489,1,1093.73
1880,7318,2,1455.07
1881,955,3,2526.19
1882,3528,4,1965.67
1883,1541,1,1495.11
1884,22512,1,2540.22
1885,29410,2,237.81
1886,5040,1,2322.39
1887,29969,4,2574.23
1888,2748,3,477.04
1889,19783,1,2633.46
1890,25626,2,1140.1
1891,4178,4,1543.11
1892,23173,2,753.37
1893,8722,1,1164.64
1894,25545,4,1313.7
1895,28334,2,2336.43
1896,3552,1,725.01
1897,20395,4,1463.12
1898,12094,3,2973.77
1899,25754,2,1904.18
1900,1123,2,854.52
1901,24952,4,555.2
1902,7621,4,2968.26
1903,27210,1,1284.35
1904,16394,1,475.32
1905,3062,3,2038.27
1906,14452,3,1770.1
1907,6799,1,831.32
1908,957,2,467.12
1909,15935,1,2098.82
1910,1924,3,1330.83
1911,5020,2,2451.12
1912,10561,1,1382.44
1913,29919,3,2226.6
1914,16422,2,1538.55
1915,21761,2,946.29
1916,23189,1,258.01
1917,15774,2,1216.51
1918,26690,1,2442.81
1919,17577,3,1975.3
1920,13840,4,1658.99
1921,13780,1,2964.25
1922,29828,1,1025.98
1923,21346,3,2903.87
1924,3562,2,402.85
1925,17420,1,225.97
1926,5192,3,1046.25
1927,21143,1,1901.49
1928,11027,3,258.68
1929,6627,1,1737.02
1930,27097,3,1911.67
1931,471,3,2920.25
1932,28847,3,1987.05
1933,22957,4,1717.49
1934,28753,1,2745.52
1935,16741,2,2900.49
1936,26054,1,2447.43
1937,2097,3,1519.69
1938,15534,3,1729.01
1939,16343,4,2861.5
1940,26704,4,1867.35
1941,27099,1,2131.11
1942,19171,2,2238.32
1943,1262,4,215.35
1944,7751,3,1321.29
1945,28916,2,457.73
1946,3967,3,2186.37
1947,7123,3,2020.06
1948,26891,1,1628.48
1949,14239,1,2207.1
1950,12176,1,1111.84
1951,8898,4,1416.54
1952,13794,2,2384.36
1953,3762,3,1169.43
1954,2122,4,1785.0
1955,25555,2,2813.54
1956,11561,2,1324.01
1957,25262,4,583.65
1958,4846,4,1773.99
1959,12021,4,2994.57
1960,6561,3,2664.54
1961,13377,1,410.64
1962,24470,1,1187.44
1963,5074,2,1247.95
1964,23034,1,1224.01
1965,20536,2,2709.42
1966,11344,4,1862.24
1967,16559,1,1967.15
1968,7817,1,1051.8
1969,2901,2,2662.51
1970,16728,4,1337.3
1971,4001,3,2714.6
1972,25037,2,733.49
1973,20321,1,331.54
1974,21551,1,1531.44
1975,17807,4,1967.34
1976,4348,2,2254.97
1977,13170,4,2957.3
1978,12904,2,1590.6
1979,16139,2,1687.14
1980,18660,1,713.2
1981,207,4,2634.82
1982,5608,1,1411.68
1983,7572,3,1548.92
1984,14644,1,939.59
1985,4144,2,428.53
1986,11757,2,2783.15
1987,24696,1,833.2
1988,24053,1,943.32
1989,22112,3,247.9
1990,24600,2,788.76
1991,23453,3,764.41
1992,26016,4,1374.27
1993,2167,3,528.67
1994,8927,1,2326.76
1995,21800,1,2427.33
1996,4766,2,2090.79
1997,22393,1,1628.6
1998,28975,2,2903.42
1999,22034,2,1909.69
2000,5576,4,2907.69
2001,22162,3,905.55
2002,13419,1,1917.66
2003,10394,3,1668.76
2004,26280,4,2100.43
2005,14236,3,1861.18
2006,11651,3,1470.47
2007,22209,1,1035.82
2008,8258,2,613.87
2009,11517,2,827.48
2010,21664,4,2979.27
2011,19639,1,938.32
2012,13471,3,2958.4
2013,17952,2,2562.17
2014,1216,1,1605.6
2015,8148,2,2936.34
2016,28841,4,1896.3
2017,4978,4,2045.14
2018,11269,1,2412.32
2019,19575,4,475.12
2020,17877,4,2613.75
2021,19805,3,2412.81
2022,2476,3,2536.4
2023,2396,2,2607.23
2024,4705,2,2641.98
2025,24576,3,1321.0
2026,9444,2,937.03
2027,28417,2,458.48
2028,2323,1,498.24
2029,8098,3,322.63
2030,4876,2,2005.75
2031,28520,3,236.5
2032,1177,2,763.34
2033,28190,4,1936.78
2034,7575,3,2776.97
2035,20274,3,2860.07
2036,26095,4,2429.26
2037,16152,3,890.14
2038,13370,4,2041.16
2039,15825,1,837.6
2040,26632,4,1560.86
2041,9333,2,2871.21
2042,17572,4,2244.67
2043,7789,1,322.24
2044,2437,2,617.83
2045,16549,1,2191.73
2046,28438,4,2789.02
2047,5866,2,2676.45
2048,13936,2,1605.52
2049,15967,4,2138.23
2050,23569,4,2157.29
2051,9022,2,1393.5
2052,2775,1,1791.94
2053,27397,3,1468.81
2054,24399,1,1461.26
2055,1642,2,942.99
2056,24694,4,1599.35
2057,13619,1,2269.62
2058,17743,4,2130.97
2059,8777,3,2476.64
2060,10298,2,2579.6
2061,13465,3,2407.87
2062,24914,1,730.56
2063,29066,1,265.82
2064,28515,3,2666.21
2065,25422,1,1624.08
2066,14807,3,2831.31
2067,24409,4,1474.74
2068,7027,1,851.31
2069,16768,2,369.33
2070,24798,1,1757.87
2071,11320,4,1761.56
2072,22230,3,2476.51
2073,12761,2,2620.64
2074,11888,3,2731.85
2075,1104,4,2653.52
2076,6581,2,1515.62
2077,11679,1,644.89
2078,11657,1,1699.24
2079,14868,2,2662.09
2080,14875,3,1018.46
2081,25917,4,2126.24
2082,25869,3,635.6
2083,19255,1,1175.51
2084,12987,1,1053.03
2085,11354,1,759.7
2086,19429,2,2172.95
2087,7383,1,2001.85
2088,26306,4,2585.62
2089,9306,1,1019.61
2090,4620,2,2188.66
2091,26659,1,2961.83
2092,20851,4,1495.6
2093,16243,3,2654.61
2094,3757,4,2868.61
2095,4083,3,2216.22
2096,4166,2,2299.57
2097,1736,1,2216.53
2098,10038,2,2811.02
2099,24152,2,686.33
2100,5511,3,2795.22
2101,9838,4,2300.92
2102,28727,2,1629.47
2103,16299,2,1904.93
2104,4361,3,1467.81
2105,3549,2,1830.65
2106,4983,1,1996.01
2107,18581,4,2661.45
2108,22164,4,973.77
2109,29305,4,1873.46
2110,29883,4,2550.22
2111,8579,3,2369.04
2112,25208,1,1531.45
2113,10627,1,2284.02
2114,9161,3,1529.99
2115,11474,4,2682.39
2116,7420,2,270.84
2117,27657,1,1585.56
2118,21109,4,354.74
2119,3355,4,2243.64
2120,13704,4,673.07
2121,7666,3,2241.47
2122,16846,4,1295.6
2123,10657,3,734.78
2124,9366,3,2593.82
2125,20760,4,660.21
2126,26529,1,1009.49
2127,3159,2,2453.68
2128,20411,4,2409.56
2129,10710,4,2571.17
2130,6669,2,2511.24
2131,8028,1,924.55
2132,18041,4,1356.69
2133,14374,4,767.71
2134,12498,1,1492.01
2135,29165,4,1435.53
2136,7280,1,1811.97
2137,10132,4,1194.28
2138,19742,3,2683.6
2139,28836,1,763.05
2140,19350,3,2254.62
2141,5272,1,2526.19
2142,7888,3,1484.25
2143,11927,4,2017.52
2144,2806,2,1283.41
2145,7683,1,971.88
2146,26297,3,1859.06
2147,23668,2,346.14
2148,19779,4,2392.09
2149,16273,4,1455.83
2150,2638,4,356.19
2151,13357,4,2590.13
2152,9422,1,2156.16
2153,2667,4,2219.07
2154,21005,3,1744.59
2155,16938,1,1162.73
2156,26725,3,2892.39
2157,15673,3,2243.26
2158,19159,3,858.13
2159,4736,2,1821.96
2160,19622,2,1362.81
2161,14389,1,1928.62
2162,3920,1,2105.32
2163,16234,2,597.97
2164,1923,1,1492.26
2165,15117,1,1621.94
2166,21698,3,2386.6
2167,25103,3,945.34
2168,22281,3,1330.34
2169,19103,2,709.01
2170,19297,3,800.01
2171,13011,2,1996.19
2172,19500,2,668.13
2173,15729,4,2007.07
2174,7697,2,599.6
2175,5887,1,1415.85
2176,21881,1,1717.23
2177,2715,3,1156.82
2178,24248,4,2930.03
2179,19826,1,1471.47
2180,179,3,2588.69
2181,8810,2,2238.62
2182,8797,2,650.78
2183,27463,3,2910.59
2184,9082,3,2567.12
2185,24629,1,2992.67
2186,7123,2,2697.25
2187,26908,3,2701.19
2188,17291,3,1563.15
2189,11740,4,2714.44
2190,4848,3,585.4
2191,792,2,433.52
2192,26572,1,478.92
2193,13544,1,1106.36
2194,6756,3,2607.9
2195,28599,4,1074.98
2196,20111,3,957.93
2197,6146,4,1638.7
2198,5727,2,720.19
2199,1865,3,381.06
2200,16923,3,2453.85
2201,26434,4,622.07
2202,27990,2,2046.09
2203,26540,2,2733.31
2204,16636,3,1012.81
2205,4957,1,2632.36
2206,7796,3,201.8
2207,19764,1,1547.62
2208,2198,3,1572.63
2209,16368,2,407.04
2210,10898,4,369.42
2211,25775,2,1734.87
2212,10284,4,240.52
2213,21475,4,1628.08
2214,10783,1,1888.26
2215,13506,3,2223.7
2216,28441,4,742.1
2217,27396,2,406.02
2218,20576,2,2789.89
2219,29094,1,2497.54
2220,8897,3,1734.06
2221,25618,3,1714.28
2222,26034,4,1256.95
2223,11285,1,612.37
2224,1345,4,227.23
2225,21554,3,908.38
2226,24158,4,880.99
2227,8704,2,2479.91
2228,26786,2,895.94
2229,4990,3,332.38
2230,3389,3,1543.3
2231,21401,2,2095.06
2232,19422,4,1893.83
2233,17565,2,2126.4
2234,15020,1,2665.83
2235,14003,1,341.44
2236,16250,1,1754.4
2237,7839,3,2095.02
2238,26718,2,2869.33
2239,10867,3,403.46
2240,2253,4,2513.72
2241,8284,4,727.85
2242,21842,3,2691.13
2243,23668,3,2249.99
2244,2293,3,281.95
2245,16078,1,2468.82
2246,26001,1,2582.46
2247,25870,1,1999.61
2248,5315,3,2575.24
2249,1930,4,1843.14
2250,14088,3,1208.42
2251,3946,3,1364.85
2252,9005,2,1644.54
2253,20012,1,367.8
2254,12104,3,2421.37
2255,29745,4,1949.75
2256,7780,3,624.55
2257,11008,3,739.99
2258,13898,4,1826.91
2259,4263,3,2788.97
2260,11996,2,1508.59
2261,243,4,2444.06
2262,13217,3,2204.94
2263,6589,4,1234.2
2264,17550,2,2489.79
2265,23955,4,1863.1
2266,24010,4,1560.95
2267,26538,3,1050.12
2268,27942,1,1568.98
2269,19856,1,1374.05
2270,28321,3,766.5
2271,28159,1,1170.11
2272,7792,3,2563.73
2273,18582,3,711.36
2274,13161,4,1133.17
2275,17761,3,2123.39
2276,26798,2,304.12
2277,3385,3,332.08
