ShipmentKey,OrderKey,Courier,ShipmentStatus,DeliveryDays
1465,25458,Delhivery,Delivered,7
1466,23618,DTDC,Delivered,4
1467,25225,BlueDart,Shipped,4
1468,24960,BlueDart,Shipped,6
1469,22059,BlueDart,Packed,1
1470,24111,BlueDart,Shipped,6
1471,25533,Ekart,Delivered,7
1472,20897,BlueDart,Processing,3
1473,24447,DTDC,Out for Delivery,1
1474,23535,DTDC,Out for Delivery,7
1475,24707,BlueDart,Packed,2
1476,21394,DTDC,Shipped,1
1477,22933,Delhivery,Packed,3
1478,23828,Ekart,Out for Delivery,3
1479,20470,Ekart,Delivered,7
1480,22944,BlueDart,Delivered,2
1481,22627,DTDC,Out for Delivery,2
1482,23314,BlueDart,Processing,6
1483,24161,Ekart,Out for Delivery,4
1484,21027,BlueDart,Shipped,3
1485,21776,Ekart,Shipped,1
1486,24798,DTDC,Packed,5
1487,21303,BlueDart,Packed,7
1488,22871,Delhivery,Processing,5
1489,21503,Ekart,Out for Delivery,2
1490,22457,DTDC,Packed,5
1491,23369,BlueDart,Delivered,7
1492,22064,BlueDart,Processing,1
1493,21389,BlueDart,Packed,3
1494,20715,Ekart,Delivered,5
1495,21434,Delhivery,Processing,5
1496,25753,DTDC,Out for Delivery,2
1497,25683,DTDC,Processing,2
1498,23358,DTDC,Processing,3
1499,22808,Delhivery,Delivered,3
1500,23526,BlueDart,Packed,1
1501,23910,Ekart,Processing,1
1502,25876,BlueDart,Delivered,1
1503,20409,Delhivery,Delivered,2
1504,22013,Ekart,Packed,5
1505,25073,BlueDart,Packed,2
1506,22441,DTDC,Processing,1
1507,24849,BlueDart,Out for Delivery,7
1508,20048,Delhivery,Out for Delivery,1
1509,24333,BlueDart,Out for Delivery,4
1510,25400,Delhivery,Shipped,4
1511,22302,DTDC,Processing,6
1512,23425,Delhivery,Out for Delivery,4
1513,21064,DTDC,Shipped,2
1514,25806,Ekart,Processing,1
1515,24690,Ekart,Packed,4
1516,21422,BlueDart,Shipped,4
1517,20739,DTDC,Out for Delivery,6
1518,21202,BlueDart,Processing,2
1519,21624,DTDC,Processing,1
1520,25267,Ekart,Shipped,6
1521,20764,DTDC,Shipped,2
1522,21639,Delhivery,Out for Delivery,3
1523,22262,Ekart,Processing,6
1524,21611,DTDC,Packed,4
1525,23850,DTDC,Delivered,3
1526,23905,DTDC,Processing,4
1527,25674,BlueDart,Shipped,5
1528,22395,BlueDart,Delivered,1
1529,22273,DTDC,Processing,4
1530,22686,Ekart,Processing,5
1531,24510,DTDC,Processing,1
1532,24051,BlueDart,Packed,3
1533,25713,BlueDart,Processing,2
1534,22352,BlueDart,Out for Delivery,3
1535,22185,Ekart,Processing,7
1536,24065,BlueDart,Packed,3
1537,22830,DTDC,Shipped,7
1538,21609,DTDC,Delivered,3
1539,23676,Delhivery,Packed,3
1540,22404,Ekart,Packed,4
1541,21121,DTDC,Delivered,5
1542,20340,Ekart,Out for Delivery,2
1543,21621,DTDC,Shipped,1
1544,25349,Delhivery,Processing,5
1545,22777,BlueDart,Delivered,7
1546,22763,Ekart,Out for Delivery,6
1547,22195,BlueDart,Processing,4
1548,25949,Ekart,Packed,3
1549,24834,Delhivery,Processing,5
1550,21806,DTDC,Delivered,1
1551,22146,DTDC,Processing,3
1552,24004,DTDC,Processing,3
1553,21820,DTDC,Delivered,5
1554,22146,Ekart,Packed,4
1555,20420,DTDC,Out for Delivery,1
1556,24442,DTDC,Shipped,4
1557,22101,DTDC,Out for Delivery,2
1558,25566,DTDC,Packed,4
1559,24534,Delhivery,Shipped,6
1560,22433,Delhivery,Delivered,3
1561,24240,Delhivery,Processing,2
1562,23710,DTDC,Packed,5
1563,20902,Delhivery,Delivered,3
1564,22741,Delhivery,Out for Delivery,6
1565,24605,DTDC,Processing,3
1566,21935,Ekart,Out for Delivery,7
1567,23510,Delhivery,Shipped,1
1568,21867,BlueDart,Out for Delivery,3
1569,23481,BlueDart,Packed,1
1570,23247,DTDC,Out for Delivery,6
1571,21729,Delhivery,Out for Delivery,4
1572,25742,Delhivery,Delivered,2
1573,21500,BlueDart,Out for Delivery,4
1574,23895,Ekart,Processing,5
1575,20133,DTDC,Delivered,6
1576,24154,DTDC,Shipped,2
1577,24116,Ekart,Delivered,7
1578,20383,DTDC,Out for Delivery,7
1579,21682,DTDC,Packed,3
1580,25569,BlueDart,Delivered,6
1581,25062,DTDC,Out for Delivery,1
1582,22580,Ekart,Processing,7
1583,25495,Ekart,Delivered,2
1584,21139,Delhivery,Out for Delivery,1
1585,22150,DTDC,Processing,5
1586,23289,DTDC,Processing,4
1587,23202,BlueDart,Packed,7
1588,20502,Delhivery,Out for Delivery,7
1589,21335,Delhivery,Out for Delivery,2
1590,24754,BlueDart,Delivered,7
1591,25044,Delhivery,Delivered,7
1592,24396,BlueDart,Out for Delivery,1
1593,24603,BlueDart,Out for Delivery,6
1594,22645,BlueDart,Packed,4
1595,20741,DTDC,Processing,5
1596,23465,Ekart,Delivered,3
1597,21406,DTDC,Delivered,3
1598,21293,Delhivery,Packed,6
1599,25698,BlueDart,Processing,6
1600,21945,Ekart,Shipped,6
1601,25241,Delhivery,Processing,3
1602,22940,DTDC,Out for Delivery,1
1603,23117,BlueDart,Processing,5
1604,22786,DTDC,Packed,1
1605,23014,Ekart,Delivered,5
1606,21331,Ekart,Packed,5
1607,24200,Ekart,Packed,7
1608,20445,BlueDart,Processing,4
1609,25937,Delhivery,Out for Delivery,4
1610,24113,Delhivery,Out for Delivery,6
1611,23088,Ekart,Packed,6
1612,20934,Ekart,Delivered,5
1613,20425,Delhivery,Out for Delivery,6
1614,22070,BlueDart,Delivered,1
1615,22692,Delhivery,Packed,4
1616,20380,Delhivery,Out for Delivery,1
1617,24908,BlueDart,Out for Delivery,6
1618,22445,Delhivery,Out for Delivery,1
1619,21668,Delhivery,Delivered,6
1620,24419,Delhivery,Delivered,6
1621,20538,DTDC,Packed,4
1622,21231,BlueDart,Delivered,4
1623,24508,BlueDart,Shipped,7
1624,22451,Ekart,Processing,6
1625,20158,DTDC,Packed,5
1626,24159,Ekart,Delivered,2
1627,25256,DTDC,Shipped,1
1628,20617,DTDC,Delivered,1
1629,23466,Delhivery,Delivered,4
1630,20903,BlueDart,Out for Delivery,4
1631,23211,BlueDart,Processing,5
1632,20272,BlueDart,Processing,2
1633,25120,Delhivery,Out for Delivery,1
1634,25207,BlueDart,Out for Delivery,2
1635,25510,Ekart,Shipped,3
1636,21789,Ekart,Delivered,4
1637,25163,BlueDart,Shipped,3
1638,24276,DTDC,Processing,1
1639,21464,Delhivery,Shipped,7
1640,25423,BlueDart,Shipped,2
1641,25388,Ekart,Packed,4
1642,24888,Delhivery,Delivered,1
1643,21280,BlueDart,Out for Delivery,3
1644,22037,Delhivery,Packed,5
1645,22182,DTDC,Out for Delivery,7
1646,25769,Delhivery,Packed,5
1647,23087,DTDC,Processing,2
1648,22406,BlueDart,Out for Delivery,3
1649,21090,Ekart,Processing,3
1650,22908,BlueDart,Out for Delivery,3
1651,24107,Delhivery,Delivered,7
1652,23602,Ekart,Shipped,6
1653,20134,BlueDart,Out for Delivery,7
1654,25749,Ekart,Delivered,5
1655,21204,Delhivery,Shipped,7
1656,25873,DTDC,Out for Delivery,2
1657,24242,Ekart,Shipped,6
1658,23278,DTDC,Packed,2
1659,21042,BlueDart,Out for Delivery,1
1660,23123,DTDC,Out for Delivery,5
1661,25120,DTDC,Shipped,5
1662,20604,BlueDart,Shipped,5
1663,22543,DTDC,Packed,2
1664,20414,Ekart,Packed,5
1665,24297,DTDC,Packed,2
1666,23365,BlueDart,Processing,4
1667,23416,DTDC,Processing,4
1668,24663,DTDC,Packed,2
1669,22825,DTDC,Delivered,5
1670,24922,BlueDart,Delivered,6
1671,24942,BlueDart,Packed,3
1672,24529,DTDC,Out for Delivery,5
1673,24217,DTDC,Out for Delivery,4
1674,25005,BlueDart,Shipped,7
1675,23554,Delhivery,Shipped,1
1676,22024,Ekart,Delivered,2
1677,20401,Ekart,Delivered,7
1678,22024,Delhivery,Shipped,2
1679,24941,BlueDart,Delivered,1
1680,21268,BlueDart,Out for Delivery,1
1681,20241,Delhivery,Processing,3
1682,22438,Delhivery,Out for Delivery,4
1683,21203,Delhivery,Shipped,6
1684,25342,BlueDart,Processing,7
1685,22329,Delhivery,Packed,3
1686,20969,Delhivery,Packed,5
1687,24710,DTDC,Shipped,2
1688,25207,DTDC,Packed,1
1689,24846,DTDC,Shipped,7
1690,25500,DTDC,Shipped,2
1691,25466,BlueDart,Shipped,1
1692,22700,BlueDart,Processing,5
1693,21497,BlueDart,Shipped,7
1694,21902,Delhivery,Delivered,4
1695,23495,DTDC,Delivered,7
1696,20839,Ekart,Delivered,5
1697,23283,BlueDart,Delivered,7
1698,24467,Delhivery,Shipped,4
1699,24375,BlueDart,Processing,1
1700,23882,Ekart,Packed,6
1701,20023,DTDC,Delivered,4
1702,23351,Delhivery,Delivered,4
1703,24685,Ekart,Out for Delivery,2
1704,25339,Ekart,Processing,3
1705,22031,Ekart,Out for Delivery,3
1706,20988,BlueDart,Shipped,2
1707,20595,BlueDart,Out for Delivery,6
1708,25069,Ekart,Out for Delivery,1
1709,20105,Delhivery,Out for Delivery,4
1710,24063,BlueDart,Packed,1
1711,24066,Ekart,Processing,2
1712,23433,Delhivery,Delivered,7
1713,25434,BlueDart,Processing,2
1714,25694,Ekart,Delivered,6
1715,24783,Delhivery,Delivered,2
1716,24225,DTDC,Packed,2
1717,23766,Delhivery,Packed,3
1718,25995,BlueDart,Shipped,7
1719,22544,Ekart,Out for Delivery,3
1720,24506,Delhivery,Shipped,4
1721,23533,Delhivery,Out for Delivery,6
1722,24379,DTDC,Packed,7
1723,21848,Ekart,Processing,1
1724,25668,DTDC,Out for Delivery,3
1725,20625,Delhivery,Out for Delivery,6
1726,20280,Ekart,Processing,4
1727,25695,BlueDart,Packed,7
1728,24410,Ekart,Processing,3
1729,22881,DTDC,Packed,3
1730,20304,Delhivery,Delivered,7
1731,22901,Delhivery,Shipped,3
1732,24462,Delhivery,Processing,3
1733,23702,Ekart,Shipped,6
1734,25073,DTDC,Shipped,2
1735,24934,Delhivery,Out for Delivery,1
1736,25298,DTDC,Out for Delivery,1
1737,20415,Ekart,Processing,5
1738,22014,Delhivery,Shipped,3
1739,22554,Delhivery,Delivered,3
1740,20151,BlueDart,Delivered,7
1741,25832,BlueDart,Packed,1
1742,24421,Delhivery,Packed,5
1743,23135,DTDC,Packed,7
1744,25992,Delhivery,Packed,5
1745,23046,DTDC,Shipped,6
1746,25681,Delhivery,Out for Delivery,5
1747,24428,Delhivery,Packed,4
1748,22636,BlueDart,Delivered,6
1749,22769,Delhivery,Out for Delivery,3
1750,25670,DTDC,Delivered,2
1751,21669,BlueDart,Shipped,6
1752,23421,BlueDart,Packed,1
1753,21556,DTDC,Shipped,3
1754,20170,Delhivery,Out for Delivery,4
1755,20349,DTDC,Processing,5
1756,21378,Delhivery,Processing,5
1757,25729,Delhivery,Delivered,7
1758,25922,Ekart,Packed,1
1759,20753,BlueDart,Packed,7
1760,23194,DTDC,Processing,1
1761,22747,Ekart,Delivered,3
1762,24595,Delhivery,Shipped,2
1763,23272,BlueDart,Packed,6
1764,20978,Delhivery,Delivered,6
1765,23304,Delhivery,Shipped,4
1766,25602,BlueDart,Packed,1
1767,22569,BlueDart,Delivered,4
1768,25556,Delhivery,Out for Delivery,4
1769,22234,Ekart,Shipped,3
1770,23935,Delhivery,Delivered,6
1771,25562,BlueDart,Packed,1
1772,23636,Delhivery,Shipped,4
1773,20602,Ekart,Packed,5
1774,22231,DTDC,Out for Delivery,7
1775,23175,DTDC,Packed,7
1776,23338,BlueDart,Packed,3
1777,25760,DTDC,Processing,3
1778,21902,Delhivery,Packed,6
1779,23149,Delhivery,Delivered,3
1780,20135,BlueDart,Shipped,4
1781,24551,DTDC,Processing,2
1782,23181,DTDC,Processing,3
1783,20425,DTDC,Packed,1
1784,23246,DTDC,Packed,4
1785,20069,Ekart,Processing,2
1786,25988,Delhivery,Out for Delivery,3
1787,20066,Delhivery,Processing,7
1788,21773,Delhivery,Delivered,1
1789,21351,Delhivery,Packed,6
1790,20237,BlueDart,Shipped,2
1791,20191,Ekart,Shipped,2
1792,25641,BlueDart,Out for Delivery,7
1793,23040,DTDC,Delivered,3
1794,21895,Delhivery,Delivered,6
1795,21530,DTDC,Processing,1
1796,25106,DTDC,Processing,2
1797,23797,Ekart,Out for Delivery,3
1798,25420,Ekart,Shipped,7
1799,22240,BlueDart,Processing,3
1800,22342,Ekart,Shipped,3
1801,21845,Delhivery,Processing,5
1802,20134,Delhivery,Delivered,5
1803,23190,Ekart,Shipped,5
1804,21732,Ekart,Shipped,7
1805,22705,DTDC,Out for Delivery,2
1806,21376,Ekart,Packed,1
1807,24042,DTDC,Processing,3
1808,25730,DTDC,Out for Delivery,1
1809,21923,DTDC,Processing,7
1810,23441,BlueDart,Shipped,5
1811,23466,Delhivery,Out for Delivery,1
1812,22428,DTDC,Packed,7
1813,23454,DTDC,Processing,2
1814,21612,Ekart,Processing,3
1815,24129,Ekart,Processing,1
1816,23068,BlueDart,Processing,1
1817,23615,BlueDart,Processing,4
1818,24072,Delhivery,Shipped,4
1819,20443,Ekart,Delivered,4
1820,24687,Delhivery,Shipped,2
1821,21469,Ekart,Shipped,1
1822,21714,BlueDart,Delivered,3
1823,22520,DTDC,Delivered,3
1824,20464,DTDC,Shipped,6
1825,22994,BlueDart,Processing,6
1826,22621,DTDC,Delivered,1
1827,22616,DTDC,Processing,5
1828,20655,DTDC,Out for Delivery,6
1829,22461,DTDC,Delivered,2
1830,23520,Ekart,Out for Delivery,1
1831,24537,BlueDart,Packed,3
1832,25845,DTDC,Shipped,6
1833,25494,DTDC,Out for Delivery,5
1834,20057,Ekart,Out for Delivery,1
1835,21522,BlueDart,Out for Delivery,7
1836,23884,Delhivery,Delivered,3
1837,22002,Delhivery,Processing,5
1838,21521,BlueDart,Processing,5
1839,22949,DTDC,Out for Delivery,2
1840,21778,BlueDart,Packed,6
1841,25788,DTDC,Packed,7
1842,25592,BlueDart,Packed,5
1843,23317,Ekart,Shipped,1
1844,21525,BlueDart,Shipped,2
1845,21343,DTDC,Out for Delivery,4
1846,25058,BlueDart,Shipped,2
1847,23599,DTDC,Packed,5
1848,25810,BlueDart,Packed,6
1849,24383,Ekart,Packed,1
1850,21120,BlueDart,Packed,1
1851,24713,Delhivery,Shipped,6
1852,20002,Delhivery,Out for Delivery,5
1853,21548,BlueDart,Packed,5
1854,22285,Ekart,Packed,2
1855,22433,DTDC,Processing,5
1856,24842,BlueDart,Delivered,1
1857,25511,DTDC,Shipped,7
1858,22631,Delhivery,Shipped,7
1859,22202,Ekart,Packed,4
1860,20472,DTDC,Shipped,4
1861,24657,Delhivery,Packed,5
1862,21812,Delhivery,Processing,1
1863,25871,DTDC,Shipped,2
1864,21749,BlueDart,Packed,7
1865,23544,BlueDart,Packed,4
1866,23682,DTDC,Out for Delivery,2
1867,21670,Delhivery,Out for Delivery,6
1868,24148,Delhivery,Out for Delivery,4
1869,22448,DTDC,Processing,7
1870,23629,Delhivery,Packed,5
1871,22962,Delhivery,Packed,4
1872,20284,Ekart,Delivered,3
1873,21389,Ekart,Packed,6
1874,22357,Delhivery,Processing,6
1875,23875,Ekart,Processing,2
1876,24064,Ekart,Processing,6
1877,25309,DTDC,Out for Delivery,7
1878,23006,BlueDart,Out for Delivery,4
1879,23443,BlueDart,Shipped,5
1880,20020,DTDC,Packed,1
1881,20328,BlueDart,Out for Delivery,2
1882,24165,Ekart,Out for Delivery,7
1883,22150,DTDC,Processing,3
1884,24700,DTDC,Shipped,3
1885,24875,DTDC,Delivered,2
1886,20856,BlueDart,Delivered,6
1887,24676,DTDC,Delivered,7
1888,24438,Ekart,Delivered,7
1889,20634,Ekart,Delivered,6
1890,24146,DTDC,Processing,5
1891,25081,Ekart,Shipped,1
1892,22311,BlueDart,Packed,7
1893,23416,DTDC,Shipped,2
1894,21045,BlueDart,Packed,5
1895,22108,DTDC,Processing,2
1896,20827,BlueDart,Delivered,5
1897,25767,Delhivery,Processing,3
1898,25046,Ekart,Delivered,3
1899,21868,Ekart,Processing,1
1900,25733,Delhivery,Packed,6
1901,23690,DTDC,Packed,2
1902,21582,Ekart,Out for Delivery,3
1903,21415,BlueDart,Shipped,4
1904,25859,DTDC,Delivered,6
1905,24028,Delhivery,Delivered,7
1906,24106,BlueDart,Packed,2
1907,23689,DTDC,Processing,3
1908,25385,Ekart,Processing,4
1909,24278,Delhivery,Out for Delivery,6
1910,20632,BlueDart,Shipped,5
1911,25263,Ekart,Out for Delivery,3
1912,23831,Ekart,Out for Delivery,1
1913,25567,Ekart,Delivered,4
1914,25626,DTDC,Delivered,3
1915,24648,DTDC,Packed,6
1916,24437,BlueDart,Processing,7
1917,25087,DTDC,Packed,2
1918,23236,Delhivery,Processing,7
1919,24449,Delhivery,Delivered,2
1920,23418,Delhivery,Out for Delivery,4
1921,21085,Delhivery,Processing,4
1922,22644,Ekart,Shipped,6
1923,23684,DTDC,Shipped,3
1924,24090,DTDC,Shipped,3
1925,22937,DTDC,Shipped,1
1926,21411,Ekart,Out for Delivery,4
1927,22250,Delhivery,Processing,1
1928,23166,DTDC,Shipped,5
1929,23400,BlueDart,Shipped,6
1930,20471,Ekart,Processing,4
1931,23135,Ekart,Shipped,3
1932,20873,BlueDart,Packed,3
1933,22479,Ekart,Processing,7
1934,24197,DTDC,Shipped,1
1935,21178,BlueDart,Packed,5
1936,23331,DTDC,Processing,5
1937,21912,Ekart,Out for Delivery,7
1938,20344,Delhivery,Out for Delivery,1
1939,22009,DTDC,Packed,1
1940,25098,Ekart,Shipped,2
1941,21739,DTDC,Processing,2
1942,20371,Ekart,Processing,5
1943,25010,BlueDart,Processing,5
1944,22278,Delhivery,Packed,3
1945,25473,Delhivery,Delivered,7
1946,23550,Delhivery,Delivered,4
1947,24886,DTDC,Delivered,4
1948,21106,Ekart,Shipped,2
1949,24549,Ekart,Processing,2
1950,22971,DTDC,Delivered,3
1951,24315,Delhivery,Shipped,3
1952,20347,DTDC,Packed,3
1953,23094,DTDC,Shipped,5
1954,20117,Ekart,Out for Delivery,6
1955,25236,BlueDart,Delivered,3
1956,25545,Delhivery,Shipped,5
1957,25145,Delhivery,Packed,6
1958,23541,Delhivery,Packed,6
1959,25055,Ekart,Shipped,2
1960,25331,Delhivery,Packed,1
1961,22899,BlueDart,Shipped,5
1962,22297,Delhivery,Out for Delivery,2
1963,22558,BlueDart,Processing,2
1964,20790,DTDC,Out for Delivery,4
1965,22341,DTDC,Out for Delivery,3
1966,24995,Ekart,Processing,6
1967,22530,Delhivery,Delivered,4
1968,22190,BlueDart,Packed,1
1969,24104,BlueDart,Delivered,3
1970,25255,DTDC,Delivered,7
1971,22265,Delhivery,Delivered,4
1972,21304,BlueDart,Packed,2
1973,23518,Delhivery,Shipped,6
1974,24495,DTDC,Delivered,7
1975,22294,BlueDart,Out for Delivery,4
1976,23937,Ekart,Delivered,2
1977,20809,DTDC,Packed,6
1978,20021,DTDC,Out for Delivery,2
1979,24837,BlueDart,Processing,3
1980,20756,Delhivery,Out for Delivery,5
1981,24102,BlueDart,Shipped,7
1982,21202,DTDC,Shipped,7
1983,22785,Ekart,Out for Delivery,5
1984,24496,Delhivery,Out for Delivery,2
1985,21930,BlueDart,Out for Delivery,6
1986,21184,BlueDart,Out for Delivery,1
1987,23689,Delhivery,Packed,2
1988,21868,DTDC,Delivered,1
1989,20295,DTDC,Shipped,7
1990,22235,DTDC,Processing,6
1991,24524,Ekart,Out for Delivery,4
1992,24759,Ekart,Shipped,1
1993,25138,DTDC,Out for Delivery,4
1994,22572,Ekart,Packed,5
1995,24300,Delhivery,Delivered,5
1996,25115,Delhivery,Out for Delivery,6
1997,21722,DTDC,Delivered,1
1998,22890,Delhivery,Shipped,4
1999,24936,Delhivery,Delivered,5
2000,22479,Ekart,Delivered,5
2001,25835,DTDC,Packed,4
2002,24506,BlueDart,Delivered,3
2003,24510,DTDC,Out for Delivery,2
2004,24302,Delhivery,Packed,1
2005,25614,DTDC,Out for Delivery,1
2006,21237,BlueDart,Delivered,4
2007,25581,Delhivery,Packed,1
2008,25175,Delhivery,Shipped,6
2009,20723,Delhivery,Packed,5
2010,25301,DTDC,Processing,5
2011,21097,Delhivery,Out for Delivery,1
2012,23292,DTDC,Delivered,1
2013,20971,Delhivery,Out for Delivery,5
2014,21081,BlueDart,Out for Delivery,7
2015,21203,BlueDart,Out for Delivery,5
2016,24971,BlueDart,Packed,3
2017,25788,DTDC,Shipped,5
2018,23721,Delhivery,Packed,6
2019,22591,Delhivery,Out for Delivery,4
2020,22687,DTDC,Delivered,5
2021,23390,BlueDart,Packed,3
2022,22903,DTDC,Processing,7
2023,23989,DTDC,Packed,6
2024,20832,BlueDart,Packed,1
2025,22646,Ekart,Shipped,6
2026,20350,Ekart,Out for Delivery,6
2027,20269,Ekart,Packed,6
2028,20767,DTDC,Delivered,5
2029,25534,BlueDart,Delivered,3
2030,25824,Ekart,Shipped,1
2031,22550,Ekart,Delivered,5
2032,21715,Delhivery,Processing,3
2033,20524,Ekart,Out for Delivery,1
2034,25337,Delhivery,Packed,2
2035,25310,Ekart,Processing,2
2036,23282,DTDC,Processing,3
2037,25143,DTDC,Delivered,5
2038,20612,Delhivery,Delivered,6
2039,23588,DTDC,Delivered,4
2040,24406,Delhivery,Packed,2
2041,25234,Ekart,Shipped,3
2042,23493,Ekart,Shipped,4
2043,23876,Ekart,Processing,7
2044,21900,DTDC,Out for Delivery,3
2045,20178,Delhivery,Out for Delivery,2
2046,21104,Ekart,Out for Delivery,2
2047,24085,BlueDart,Processing,3
2048,24771,DTDC,Shipped,4
2049,25787,BlueDart,Delivered,6
2050,25484,BlueDart,Out for Delivery,2
2051,20856,DTDC,Delivered,7
2052,21708,Delhivery,Packed,5
2053,20727,Ekart,Delivered,3
2054,25778,Ekart,Packed,7
2055,21858,BlueDart,Packed,3
2056,20742,DTDC,Shipped,1
2057,24506,Ekart,Shipped,5
2058,22028,DTDC,Out for Delivery,1
2059,23823,BlueDart,Shipped,3
2060,23149,DTDC,Shipped,4
2061,21448,Delhivery,Shipped,6
2062,25179,Ekart,Delivered,3
2063,25328,Delhivery,Out for Delivery,3
2064,24996,Delhivery,Out for Delivery,1
2065,23621,Delhivery,Shipped,1
2066,21324,BlueDart,Processing,5
2067,25443,Delhivery,Out for Delivery,5
2068,24521,Delhivery,Shipped,1
2069,21868,Ekart,Shipped,6
2070,23929,DTDC,Processing,6
2071,24840,Ekart,Delivered,2
2072,25686,DTDC,Out for Delivery,3
2073,20212,BlueDart,Delivered,7
2074,25890,BlueDart,Delivered,4
2075,22365,BlueDart,Packed,7
2076,20235,BlueDart,Out for Delivery,7
2077,25198,Ekart,Processing,5
2078,25948,DTDC,Packed,1
2079,24570,BlueDart,Out for Delivery,4
2080,23707,DTDC,Processing,5
2081,23093,DTDC,Out for Delivery,4
2082,20639,Delhivery,Packed,3
2083,23229,BlueDart,Shipped,2
2084,20263,BlueDart,Packed,2
2085,25571,BlueDart,Shipped,5
2086,24821,Delhivery,Processing,2
2087,25941,DTDC,Out for Delivery,5
2088,21809,DTDC,Out for Delivery,3
2089,25057,Delhivery,Processing,4
2090,23706,Delhivery,Shipped,2
2091,25208,Ekart,Shipped,7
2092,23307,Delhivery,Shipped,3
2093,20221,BlueDart,Packed,2
2094,22871,Delhivery,Out for Delivery,3
2095,23240,Ekart,Out for Delivery,3
2096,21148,DTDC,Processing,1
2097,24503,DTDC,Packed,4
2098,21051,DTDC,Packed,1
2099,24650,Ekart,Out for Delivery,5
2100,25192,Ekart,Shipped,5
2101,21294,BlueDart,Out for Delivery,6
2102,23594,DTDC,Shipped,7
2103,20760,Ekart,Delivered,1
2104,20216,BlueDart,Delivered,3
2105,20021,BlueDart,Shipped,3
2106,20521,BlueDart,Shipped,7
2107,22364,Ekart,Delivered,4
2108,23942,BlueDart,Packed,5
2109,24391,BlueDart,Delivered,1
2110,22464,DTDC,Packed,2
2111,20542,Ekart,Shipped,3
2112,23097,Delhivery,Shipped,6
2113,23951,Ekart,Delivered,7
2114,21622,BlueDart,Shipped,1
2115,20938,Ekart,Delivered,4
2116,24309,DTDC,Delivered,7
2117,22596,BlueDart,Processing,2
2118,25638,Delhivery,Shipped,1
2119,24778,Ekart,Shipped,2
2120,23612,DTDC,Out for Delivery,4
2121,20777,BlueDart,Processing,6
2122,24329,Ekart,Delivered,1
2123,20490,Delhivery,Delivered,4
2124,21993,Delhivery,Shipped,2
2125,24771,Delhivery,Shipped,1
2126,20532,Ekart,Packed,4
2127,23944,DTDC,Packed,6
2128,20852,Delhivery,Out for Delivery,7
2129,24494,Delhivery,Delivered,4
2130,20798,Delhivery,Delivered,6
2131,23321,Ekart,Out for Delivery,3
2132,21056,Ekart,Out for Delivery,7
2133,20434,DTDC,Delivered,6
2134,20019,BlueDart,Out for Delivery,7
2135,24737,BlueDart,Packed,7
2136,25911,Delhivery,Shipped,3
2137,21469,BlueDart,Processing,4
2138,20273,Delhivery,Packed,2
2139,20445,BlueDart,Delivered,4
2140,22747,Ekart,Processing,6
2141,22675,BlueDart,Packed,3
2142,20783,Delhivery,Shipped,7
2143,21257,Delhivery,Out for Delivery,4
2144,23936,Delhivery,Processing,3
2145,20618,Ekart,Shipped,6
2146,24824,BlueDart,Processing,1
2147,23292,DTDC,Packed,2
2148,24255,BlueDart,Packed,2
2149,21120,Ekart,Processing,1
2150,22618,BlueDart,Delivered,2
2151,21509,BlueDart,Processing,3
2152,23095,BlueDart,Processing,1
2153,25434,Delhivery,Processing,1
2154,21702,Ekart,Delivered,3
2155,21713,BlueDart,Delivered,1
2156,21577,BlueDart,Packed,3
2157,21488,DTDC,Processing,7
2158,21759,BlueDart,Packed,6
2159,24897,Ekart,Shipped,7
2160,23373,Ekart,Shipped,2
2161,21775,Ekart,Packed,5
2162,23275,Ekart,Shipped,5
2163,23627,DTDC,Processing,2
2164,22161,DTDC,Out for Delivery,2
2165,22193,BlueDart,Processing,6
2166,24779,Ekart,Packed,4
2167,23718,DTDC,Packed,3
2168,25423,Ekart,Packed,5
2169,23866,BlueDart,Shipped,4
2170,20755,Ekart,Packed,4
2171,23312,Ekart,Shipped,5
2172,20544,Ekart,Out for Delivery,7
2173,23196,BlueDart,Shipped,7
2174,22018,Delhivery,Delivered,4
2175,23412,Ekart,Processing,3
2176,23873,Ekart,Packed,2
2177,23313,Ekart,Packed,3
2178,23618,Ekart,Out for Delivery,4
2179,25896,Ekart,Packed,3
2180,21708,DTDC,Packed,7
2181,25193,Ekart,Packed,2
2182,22373,BlueDart,Out for Delivery,4
2183,24853,BlueDart,Shipped,1
2184,22776,DTDC,Processing,2
2185,25251,DTDC,Out for Delivery,2
2186,25123,BlueDart,Shipped,3
2187,21741,Ekart,Out for Delivery,5
2188,22692,DTDC,Packed,6
2189,24733,Delhivery,Out for Delivery,7
2190,20830,DTDC,Delivered,2
2191,22426,DTDC,Delivered,6
2192,21937,Delhivery,Out for Delivery,1
2193,22904,BlueDart,Delivered,1
2194,20832,DTDC,Delivered,6
2195,21612,DTDC,Processing,1
2196,22006,Delhivery,Out for Delivery,7
2197,21706,DTDC,Packed,4
2198,20483,DTDC,Packed,7
2199,20034,Delhivery,Shipped,5
2200,25027,DTDC,Out for Delivery,5
2201,25830,Delhivery,Delivered,2
2202,23168,Ekart,Delivered,2
2203,20966,BlueDart,Processing,3
2204,23263,BlueDart,Delivered,7
2205,22440,DTDC,Out for Delivery,2
2206,22649,Ekart,Packed,6
2207,24737,BlueDart,Out for Delivery,7
2208,25756,Ekart,Shipped,7
2209,23322,BlueDart,Packed,5
