OrderKey,CustomerKey,ChannelKey,PaymentKey
21395,5693,2,4
21396,5972,1,2
21397,5987,1,4
21398,6100,1,4
21399,5848,2,1
21400,6068,1,3
21401,6138,2,1
21402,5427,2,3
21403,5725,1,2
21404,5575,1,3
21405,5769,2,2
21406,6170,2,4
21407,5384,2,1
21408,5632,2,3
21409,6454,1,3
21410,5848,1,4
21411,5487,1,4
21412,5620,1,3
21413,5359,1,3
21414,5077,1,1
21415,5909,2,1
21416,5989,2,2
21417,5390,1,4
21418,6073,1,3
21419,5294,1,2
21420,5421,2,1
21421,5941,1,1
21422,5009,1,1
21423,6408,2,1
21424,5683,1,1
21425,5212,2,3
21426,5047,2,3
21427,6309,1,3
21428,5411,1,3
21429,5567,2,3
21430,5904,2,1
21431,5559,1,2
21432,5561,1,1
21433,6276,2,1
21434,5424,2,3
21435,6126,1,3
21436,5290,2,3
21437,6176,1,2
21438,5146,1,3
21439,6108,1,1
21440,5267,1,4
21441,6384,1,1
21442,5786,1,1
21443,5874,1,2
21444,6444,2,4
21445,6263,1,3
21446,5681,1,1
21447,5954,2,2
21448,5191,2,4
21449,5200,1,3
21450,6402,2,4
21451,5964,1,2
21452,5295,2,3
21453,5745,1,2
21454,6433,2,3
21455,5666,1,4
21456,5062,1,4
21457,5232,1,4
21458,5945,1,3
21459,5714,2,2
21460,6041,1,4
21461,6463,1,3
21462,6139,2,1
21463,5619,2,4
21464,5821,2,4
21465,5489,2,2
21466,6123,1,4
21467,5787,1,3
21468,5427,2,4
21469,5892,2,3
21470,6116,2,2
21471,5355,2,1
21472,6458,2,4
21473,5235,2,4
21474,5667,2,1
21475,5912,1,3
21476,5832,1,1
21477,6404,2,4
21478,5671,1,1
21479,5186,1,2
21480,6190,2,1
21481,5301,2,2
21482,5928,2,3
21483,5799,2,4
21484,5401,1,3
21485,5614,2,3
21486,5891,2,3
21487,5183,2,1
21488,6253,2,4
21489,5262,1,1
21490,5757,2,1
21491,5002,2,3
21492,5225,1,1
21493,5482,1,4
21494,6281,1,4
21495,5832,1,4
21496,6117,1,2
21497,5973,1,2
21498,6138,1,3
21499,5855,1,3
21500,6373,1,2
21501,5024,1,1
21502,5295,2,4
21503,6348,1,2
21504,5174,1,4
21505,5934,2,4
21506,6277,1,4
21507,6044,1,4
21508,5788,1,2
21509,5381,1,1
21510,6184,1,2
21511,6459,2,3
21512,5842,2,3
21513,5069,1,4
21514,6444,1,1
21515,6189,1,1
21516,5291,2,3
21517,5953,2,1
21518,6072,2,1
21519,5503,1,1
21520,6401,2,3
21521,6256,1,3
21522,6096,1,4
21523,5930,2,4
21524,6176,2,3
21525,5863,1,3
21526,5593,1,1
21527,6424,2,3
21528,6489,2,3
21529,5126,2,4
21530,6185,1,1
21531,6345,1,1
21532,5588,1,1
21533,5260,2,1
21534,5570,1,2
21535,6262,1,3
21536,5527,1,1
21537,6237,1,2
21538,6350,1,3
21539,5360,1,2
21540,5994,1,1
21541,5703,1,2
21542,6220,1,4
21543,5846,1,2
21544,6354,1,2
21545,5432,2,3
21546,5112,2,3
21547,5238,1,2
21548,5951,1,4
21549,5618,1,2
21550,5778,2,4
21551,5972,1,2
21552,6087,1,1
21553,5592,1,4
21554,6390,1,1
21555,5200,2,3
21556,5885,2,3
21557,5687,1,3
21558,5202,1,4
21559,5945,2,2
21560,6377,2,2
21561,6065,1,2
21562,5642,2,1
21563,6378,1,1
21564,5025,1,1
21565,6076,1,4
21566,5720,1,3
21567,5516,1,1
21568,5049,2,1
21569,5117,2,2
21570,6228,2,1
21571,6451,1,1
21572,6239,1,4
21573,6345,2,2
21574,5228,2,2
21575,5519,1,4
21576,6353,1,4
21577,5567,1,3
21578,5528,1,1
21579,5568,1,4
21580,5796,1,1
21581,5529,1,2
21582,5903,1,4
21583,5411,2,4
21584,5366,2,4
21585,5223,1,4
21586,5448,2,1
21587,5905,2,3
21588,5212,1,1
21589,5145,2,3
21590,5914,1,4
21591,5305,2,1
21592,5078,2,4
21593,5546,1,3
21594,5802,2,1
21595,6056,2,4
21596,5980,1,4
21597,6491,1,2
21598,5007,1,4
21599,5249,2,3
21600,5683,2,3
21601,5821,1,1
21602,5749,2,3
21603,5165,1,3
21604,6327,1,2
21605,6136,1,4
21606,6354,1,3
21607,6426,1,1
21608,6292,2,3
21609,5997,1,4
21610,5389,1,1
21611,5396,1,2
21612,6002,1,1
21613,6108,2,3
21614,6024,2,4
21615,5034,1,3
21616,5115,1,1
21617,5831,1,2
21618,6340,2,4
21619,6389,2,2
21620,6187,1,1
21621,5076,2,2
21622,6002,2,1
21623,5966,2,1
21624,5498,2,2
21625,5030,1,1
21626,5630,1,4
21627,6252,1,1
21628,5218,1,4
21629,6219,2,2
21630,5130,1,4
21631,5691,2,4
21632,5665,1,2
21633,5659,1,1
21634,6215,1,3
21635,5130,1,3
21636,5290,1,2
21637,6427,1,2
21638,5899,1,1
21639,5274,1,4
21640,5324,1,4
21641,5166,1,1
21642,5368,1,3
21643,5853,2,4
21644,6418,1,2
21645,5294,2,3
21646,6072,1,4
21647,5490,1,1
21648,6222,1,4
21649,6254,1,3
21650,5713,1,1
21651,6143,1,2
21652,5241,2,1
21653,6268,1,2
21654,5951,2,2
21655,5567,1,2
21656,5231,1,4
21657,6019,1,2
21658,6373,1,1
21659,6321,1,3
21660,5430,1,3
21661,5685,2,4
21662,5089,1,1
21663,6101,1,2
21664,5060,1,1
21665,5146,1,4
21666,6214,2,3
21667,5859,1,3
21668,5472,1,3
21669,5467,1,2
21670,5845,1,4
21671,5452,1,4
21672,6199,1,1
21673,5893,1,2
21674,6249,1,2
21675,5794,1,2
21676,5938,2,2
21677,6295,1,3
21678,5415,1,2
21679,5066,2,1
21680,5575,1,1
21681,5954,1,4
21682,5351,1,2
21683,5605,2,2
21684,6307,2,2
21685,6184,2,2
21686,5178,1,4
21687,5444,2,4
21688,5948,1,1
21689,6496,1,2
21690,5508,1,4
21691,6187,1,2
21692,6175,1,4
21693,5091,1,4
21694,6033,1,4
21695,6088,1,4
21696,6427,1,4
21697,6015,1,1
21698,6144,1,4
21699,5447,1,3
21700,5606,1,1
21701,5033,1,3
21702,5332,2,4
21703,6169,2,1
21704,5932,1,2
21705,6441,1,2
21706,5759,2,4
21707,6442,2,1
21708,6285,1,4
21709,6415,1,1
21710,5608,1,3
21711,6430,2,2
21712,6403,1,3
21713,5113,2,3
21714,5106,1,4
21715,5749,1,1
21716,5749,1,2
21717,6328,2,1
21718,6149,2,2
21719,5284,1,2
21720,6106,1,4
21721,6189,2,2
21722,5462,1,3
21723,5548,2,4
21724,5568,1,1
21725,5764,1,4
21726,5996,2,1
21727,5963,2,3
21728,5926,2,3
21729,6379,2,1
21730,5386,1,1
21731,5165,1,2
21732,5591,1,1
21733,5338,1,1
21734,6428,1,4
21735,5309,1,1
21736,5601,1,2
21737,5971,1,4
21738,5910,2,1
21739,5598,1,1
21740,5046,1,3
21741,5844,2,3
21742,6343,2,3
21743,5996,2,4
21744,5938,1,2
21745,5628,1,3
21746,5465,1,3
21747,5591,1,2
21748,5724,1,4
21749,5341,2,2
21750,6458,2,3
21751,5374,1,2
21752,5331,1,1
21753,5085,1,2
21754,5903,1,3
21755,5378,1,1
21756,6364,1,3
21757,5303,1,4
21758,6106,1,3
21759,5249,1,4
21760,6023,1,4
21761,5656,1,1
21762,6119,2,3
21763,6326,2,3
21764,5971,1,2
21765,6158,2,4
21766,5694,2,1
21767,6499,1,1
21768,5286,2,1
21769,5631,1,4
21770,6265,1,4
21771,5732,1,3
21772,5113,2,2
21773,6195,2,2
21774,5570,1,1
21775,5172,2,4
21776,6387,2,1
21777,6049,1,2
21778,6005,1,1
21779,6366,1,4
21780,5303,2,4
21781,5758,1,3
21782,5025,1,3
21783,5720,1,4
21784,6149,1,2
21785,6491,1,4
21786,5907,1,2
21787,6491,1,4
21788,5286,2,1
21789,5295,1,3
21790,5973,2,3
21791,5136,2,4
21792,5182,1,4
21793,6309,1,4
21794,5359,2,4
21795,6455,2,2
21796,5409,1,4
21797,5593,2,4
21798,5087,1,3
21799,6012,2,4
21800,5460,1,1
21801,5316,1,3
21802,6312,2,4
21803,5255,2,3
21804,5855,1,4
21805,6409,2,2
21806,5059,1,3
21807,6010,1,3
21808,6191,1,4
21809,5529,2,4
21810,6422,1,3
21811,6050,2,1
21812,5532,1,1
21813,5300,1,4
21814,6420,1,3
21815,5335,1,3
21816,5740,1,3
21817,5100,1,3
21818,6085,2,1
21819,6053,1,2
21820,5194,2,2
21821,6114,1,3
21822,6403,1,3
21823,6404,2,3
21824,5197,2,3
21825,5295,1,2
21826,6062,1,3
21827,5994,1,3
21828,5334,1,2
21829,5317,2,2
21830,5386,2,1
21831,5855,1,1
21832,5239,1,1
21833,5983,1,3
21834,6416,1,2
21835,5906,2,3
21836,5353,2,3
21837,5059,2,1
21838,5456,1,2
21839,6410,1,3
21840,5257,1,2
21841,5161,1,1
21842,5160,1,4
21843,5884,1,2
21844,5221,1,1
21845,5961,1,3
21846,5089,1,3
21847,6368,1,1
21848,5254,2,2
21849,6204,1,2
21850,6374,1,1
21851,5186,1,3
21852,6188,1,3
21853,5329,2,2
21854,6035,2,1
21855,5203,2,1
21856,6084,1,2
21857,5578,1,1
21858,6486,1,2
21859,6033,2,4
21860,5751,2,2
21861,5901,2,1
21862,5371,1,4
21863,5869,1,2
21864,5835,1,3
21865,5254,1,1
21866,6065,1,4
21867,5740,2,3
21868,6142,2,1
21869,5169,1,4
21870,5237,1,3
21871,5936,2,3
21872,6408,1,2
21873,6135,1,3
21874,5877,1,1
21875,5975,2,3
21876,5368,1,4
21877,6377,1,4
21878,5898,2,1
21879,5245,1,4
21880,5821,2,1
21881,5346,1,3
21882,5408,1,2
21883,6219,1,1
21884,5477,1,4
21885,5571,2,3
21886,6319,1,3
21887,5975,2,4
21888,5993,2,3
21889,5302,1,1
21890,5251,1,4
21891,6019,1,2
21892,5061,1,1
21893,5140,1,1
21894,5367,1,3
21895,5313,1,1
21896,5157,2,4
21897,5955,1,3
21898,6356,1,4
21899,6034,1,3
21900,6108,2,1
21901,5065,1,1
21902,5786,1,3
21903,5771,1,4
21904,5074,1,2
21905,6141,2,3
21906,6447,1,4
21907,5883,1,3
21908,6466,1,4
21909,5225,2,4
21910,6352,2,4
21911,5975,2,2
21912,6038,1,4
21913,5540,1,4
21914,6264,2,3
21915,5583,1,1
21916,5058,2,1
21917,5263,1,3
21918,6196,1,3
21919,5780,1,4
21920,5707,1,4
21921,5720,1,2
21922,5508,1,3
21923,6214,1,1
21924,5625,1,3
21925,5348,1,3
21926,5077,1,4
21927,6164,2,4
21928,5547,1,4
21929,6205,1,3
21930,5774,2,4
21931,5661,2,1
21932,6001,1,2
21933,5689,1,3
21934,5342,2,3
21935,5745,1,2
21936,6018,2,1
21937,6098,1,3
21938,5544,1,3
21939,6175,1,2
21940,6280,2,1
21941,6470,2,1
21942,6213,1,3
21943,5138,2,4
21944,5875,1,3
21945,5158,2,3
21946,6034,1,4
21947,6359,2,3
21948,5410,1,4
21949,5515,2,4
21950,6376,2,2
21951,5039,2,2
21952,6182,1,2
21953,6354,2,4
21954,5549,2,4
21955,6160,2,1
21956,6070,1,3
21957,5948,1,2
21958,5309,2,3
21959,5892,1,3
21960,5132,2,2
21961,5845,1,3
21962,6324,1,3
21963,6407,2,2
21964,5832,1,1
21965,5308,1,1
21966,5503,1,4
21967,5995,2,4
21968,5865,2,1
21969,5414,1,3
21970,5280,1,3
21971,5569,2,2
21972,6320,1,4
21973,5041,1,1
21974,5643,2,3
21975,5131,1,3
21976,6376,2,1
21977,5813,2,2
21978,5484,1,1
21979,6069,2,3
21980,6017,1,2
21981,6229,1,3
21982,5675,2,4
21983,5484,1,2
21984,5296,1,2
21985,5439,1,4
21986,5837,1,1
21987,6005,2,3
21988,6433,1,3
21989,6118,1,4
21990,6399,1,3
21991,5297,1,4
21992,6466,1,3
21993,5044,2,1
21994,6357,1,2
21995,5519,2,4
21996,5634,2,3
21997,6404,1,2
21998,5907,1,1
21999,5805,1,3
22000,5185,1,3
22001,5431,1,4
22002,6294,1,4
22003,5070,1,1
22004,6007,1,4
22005,5682,2,4
22006,5206,1,3
22007,6037,1,3
22008,5862,2,3
22009,5929,2,1
22010,5107,2,2
22011,6291,1,2
22012,5007,1,2
22013,6287,1,3
22014,6180,1,1
22015,5324,1,2
22016,6217,2,4
22017,5655,1,4
22018,5274,1,2
22019,6408,2,3
22020,5578,1,1
22021,5849,1,2
22022,5806,1,2
22023,5043,1,2
22024,5183,1,2
22025,5537,2,2
22026,5102,1,4
22027,6230,1,2
22028,5183,1,2
22029,6162,1,1
22030,6472,2,4
22031,5930,2,4
22032,5243,1,2
22033,5391,1,3
22034,6013,1,2
22035,5884,1,2
22036,5580,2,2
22037,5857,1,4
22038,5299,1,3
22039,5537,1,4
22040,5509,1,4
22041,5176,1,4
22042,5273,1,4
22043,6407,1,4
22044,6451,1,3
22045,5150,1,1
22046,5107,1,2
22047,5965,1,1
22048,5011,1,4
22049,5620,1,3
22050,5271,2,1
22051,6189,1,3
22052,5348,2,4
22053,5695,1,2
22054,5184,1,4
22055,5291,1,1
22056,5642,1,2
22057,6023,1,3
22058,5881,1,3
22059,6256,1,3
22060,5893,1,3
22061,6007,1,4
22062,5109,1,2
22063,5112,1,2
22064,5074,1,3
22065,5335,2,4
22066,5894,1,4
22067,5084,1,3
22068,6453,2,4
22069,5938,1,1
22070,6475,1,1
22071,5716,1,2
22072,5582,1,2
22073,6042,1,2
22074,6196,1,2
22075,5853,1,2
22076,6021,2,1
22077,5674,1,3
22078,6396,2,1
22079,5808,1,1
22080,5663,1,1
22081,5167,1,4
22082,5930,2,3
22083,6217,2,1
22084,5675,1,4
22085,5666,2,2
22086,5433,1,3
22087,5662,1,1
22088,6121,2,4
22089,5190,1,3
22090,5365,1,4
22091,5183,1,2
22092,5334,1,4
22093,5584,2,2
22094,5247,1,4
22095,5886,2,3
22096,6403,2,2
22097,5736,2,1
22098,5753,2,2
22099,6003,1,4
22100,5976,1,4
22101,5185,1,3
22102,6258,1,4
22103,6292,1,1
22104,5083,2,3
22105,5950,2,2
22106,6327,2,2
22107,6015,2,1
22108,5596,1,4
22109,5163,1,3
22110,5305,1,3
22111,5510,2,4
22112,5606,2,1
22113,6129,1,1
22114,6052,1,4
22115,5846,1,4
22116,6354,2,3
22117,5728,1,1
22118,6032,1,1
22119,6355,1,2
22120,5374,1,1
22121,5171,1,3
22122,5643,2,4
22123,6373,1,3
22124,5700,1,2
22125,5380,1,3
22126,6380,1,4
22127,6095,1,1
22128,5809,1,1
22129,5352,2,4
22130,5943,2,4
22131,6348,2,4
22132,5621,2,3
22133,6415,2,4
22134,5620,1,2
22135,5277,1,2
22136,5230,1,2
22137,5055,1,4
22138,6329,1,2
22139,5893,2,2
22140,5177,1,4
22141,5304,1,4
22142,5045,1,2
22143,5313,2,4
22144,5994,1,1
22145,5921,2,2
22146,5413,1,4
22147,5105,1,1
22148,5211,2,4
22149,5852,1,3
22150,5076,1,4
22151,5996,2,4
22152,5475,2,1
22153,6082,1,4
22154,6181,1,1
22155,5549,2,4
22156,5970,1,4
22157,6276,2,3
22158,5919,2,4
22159,5043,1,3
22160,6488,1,4
22161,5705,1,2
22162,6040,1,3
22163,6234,2,4
22164,5269,1,4
22165,5854,2,3
22166,5968,1,2
22167,5579,2,1
22168,6367,1,2
22169,5355,1,2
22170,6241,1,1
22171,5852,1,3
22172,5481,1,1
22173,5038,1,3
22174,5732,2,2
22175,5358,2,1
22176,5131,1,4
22177,5234,2,2
22178,5248,2,2
22179,5997,1,3
22180,5728,1,3
22181,5310,2,1
22182,6447,1,4
22183,5937,1,1
22184,6251,2,1
22185,6152,1,1
22186,5343,2,1
22187,5421,1,2
22188,6492,1,4
22189,6037,1,1
22190,5316,2,3
22191,5686,1,1
22192,5414,1,4
22193,5014,1,4
22194,5700,1,2
22195,5175,1,3
22196,6465,1,3
22197,6290,2,2
22198,5311,2,4
22199,5468,1,4
22200,5847,1,4
22201,6058,2,3
22202,5061,1,2
22203,5021,2,1
22204,5174,1,3
22205,5823,1,4
22206,5126,1,1
22207,6353,2,2
22208,6177,1,3
22209,5859,1,3
22210,6478,2,3
22211,5705,1,3
22212,6081,2,2
22213,6435,1,4
22214,6319,1,4
22215,6429,1,4
22216,5405,1,1
22217,5076,2,3
22218,5799,2,2
22219,6066,2,3
22220,5438,1,3
22221,6068,1,2
22222,5048,1,3
22223,5495,1,4
22224,6035,1,1
22225,5764,1,3
22226,5254,1,1
22227,5920,1,1
22228,5929,1,2
22229,6192,2,2
22230,5718,1,3
22231,6366,2,2
22232,6463,1,2
22233,5216,1,2
22234,5740,1,1
22235,5301,2,4
22236,5844,1,1
22237,5128,1,2
22238,5976,1,4
22239,5160,1,4
22240,6205,2,4
22241,5541,2,4
22242,6304,1,4
22243,6412,1,4
22244,5334,1,2
22245,5993,2,4
22246,5265,2,1
22247,6423,1,4
22248,5970,1,2
22249,6145,1,1
22250,6233,1,1
22251,5248,1,3
22252,5083,2,2
22253,5242,1,3
22254,5767,1,3
22255,5996,1,2
22256,5292,2,4
22257,5100,1,3
22258,5442,1,4
22259,5005,1,3
22260,5139,1,4
22261,5986,2,3
22262,6159,1,3
22263,5773,1,2
22264,5284,2,4
22265,5922,2,4
22266,5306,2,3
22267,5183,2,4
22268,5794,1,4
22269,5695,2,1
22270,6374,1,3
22271,6323,1,2
22272,6449,1,3
22273,6150,2,1
22274,6319,2,1
22275,5395,2,1
22276,6168,2,2
22277,5975,2,1
22278,5247,2,2
22279,5039,1,2
22280,5503,2,4
22281,5174,2,3
22282,5823,2,1
22283,6007,1,3
22284,5896,1,4
22285,5050,2,3
22286,5783,1,1
22287,5235,1,2
22288,5585,1,2
22289,5524,1,2
22290,5629,1,2
22291,5121,2,3
22292,5372,1,1
22293,5611,1,1
22294,5656,1,4
22295,5664,1,4
22296,5248,1,2
22297,5491,2,2
22298,6010,2,4
22299,5236,1,1
22300,5652,1,4
22301,5135,1,1
22302,5835,2,2
22303,5039,1,1
22304,5505,2,2
22305,5624,2,4
22306,5914,1,2
22307,5292,1,2
22308,5503,2,4
22309,6137,1,1
22310,5003,1,3
22311,6338,1,1
22312,5124,1,3
22313,6225,1,4
22314,5720,2,2
22315,6199,2,3
22316,5094,1,1
22317,5616,1,4
22318,6431,1,2
22319,6485,2,3
22320,5885,1,3
22321,6397,1,3
22322,6450,1,3
22323,5504,2,3
22324,5700,1,4
22325,6228,1,1
22326,6417,1,1
22327,6247,1,1
22328,5020,2,2
22329,5847,2,4
22330,5805,2,1
22331,6330,2,1
22332,6104,1,4
22333,6377,1,3
22334,5771,2,3
22335,5793,1,1
22336,5256,1,3
22337,5396,1,1
22338,5454,2,1
22339,5576,2,3
22340,5393,1,3
22341,6471,1,2
22342,6012,1,1
22343,5575,1,2
22344,5015,1,4
22345,5228,1,4
22346,5350,2,2
22347,6352,2,2
22348,5134,2,2
22349,5134,1,3
22350,6168,1,3
22351,5393,2,1
22352,6420,2,3
22353,6395,2,4
22354,5005,1,1
22355,5662,1,4
22356,5562,1,4
22357,6015,1,1
22358,6478,1,1
22359,5570,1,4
22360,5648,1,4
22361,5399,1,1
22362,6172,1,2
22363,6413,1,1
22364,5512,1,2
22365,5675,1,1
22366,6283,2,1
22367,5058,1,4
22368,5050,2,3
22369,5513,1,1
22370,5970,1,3
22371,5112,1,2
22372,5150,2,4
22373,5196,2,4
22374,6186,1,1
22375,5125,1,4
22376,5642,2,1
22377,5262,1,4
22378,5113,1,4
22379,5135,1,1
22380,6146,1,3
22381,5782,1,1
22382,6265,1,2
22383,6228,2,1
22384,5929,1,4
22385,5877,2,1
22386,5696,2,1
22387,5930,2,3
22388,6204,1,1
22389,5211,1,1
22390,6215,1,2
22391,6306,2,3
22392,5728,1,4
22393,6485,2,4
22394,5381,1,2
22395,5091,1,2
22396,5639,2,4
22397,6051,2,3
22398,5638,2,2
22399,5302,1,3
22400,6236,1,3
22401,5756,1,2
22402,5118,1,1
22403,5865,1,2
22404,5411,2,2
22405,5141,1,2
22406,6368,1,4
22407,6229,2,3
22408,6185,2,3
22409,6262,1,4
22410,5674,1,1
22411,5931,1,4
22412,5450,1,2
22413,6420,1,4
22414,6278,1,2
22415,5985,2,3
22416,5770,1,4
22417,5378,1,3
22418,5021,1,3
22419,5062,2,1
22420,5292,1,4
22421,5399,2,3
22422,5090,1,2
22423,5406,1,2
22424,5449,1,2
22425,5696,2,2
22426,5366,1,1
22427,5361,1,1
22428,5043,2,2
22429,5777,2,1
22430,5694,1,3
22431,5935,1,3
22432,5763,2,2
22433,6080,2,4
22434,6457,1,1
22435,5296,1,2
22436,5393,2,4
22437,6423,1,3
22438,6228,1,2
22439,5095,2,2
22440,6097,1,2
22441,5672,1,1
22442,6290,1,2
22443,6041,2,4
22444,5429,2,1
22445,5964,2,1
22446,5343,2,4
22447,6322,2,3
22448,6022,2,4
22449,5367,1,3
22450,6077,2,4
22451,6466,1,4
22452,5550,2,4
22453,6307,2,1
22454,5425,1,2
22455,5926,1,4
22456,5448,1,4
22457,5773,2,2
22458,5767,1,1
22459,5276,1,3
22460,5911,2,3
22461,5472,2,1
22462,5953,2,3
22463,5873,1,4
22464,5886,1,3
22465,6019,1,3
22466,5784,1,2
22467,5905,1,3
22468,6322,1,3
22469,5169,1,1
22470,5567,1,1
22471,5243,1,3
22472,5079,2,2
22473,5684,1,3
22474,5513,1,3
22475,5391,2,2
22476,6467,2,3
22477,5018,1,3
22478,5710,1,4
22479,6188,2,1
22480,5967,2,2
22481,5815,1,2
22482,6482,2,2
22483,5972,1,4
22484,6480,1,3
22485,5176,1,2
22486,5879,2,4
22487,5430,1,4
22488,6144,1,3
22489,5285,2,2
22490,5626,2,1
22491,6024,2,3
22492,5696,1,4
22493,5872,2,4
22494,6415,2,3
22495,5668,2,1
22496,6163,1,2
22497,5315,1,4
22498,5781,1,4
22499,5131,2,4
22500,5386,1,1
22501,5674,2,4
22502,6309,1,1
22503,5352,1,2
22504,5066,2,4
22505,5055,1,2
22506,5143,1,3
22507,5422,1,3
22508,6351,2,1
22509,5932,1,3
22510,6062,1,2
22511,5670,1,4
22512,5322,1,2
22513,6099,1,4
22514,5141,1,2
22515,5267,1,3
22516,5886,2,4
22517,5326,2,3
22518,6204,1,4
22519,5565,1,1
22520,5293,1,1
22521,5818,2,2
22522,6077,1,4
22523,5943,1,1
22524,5187,1,4
22525,5711,2,3
22526,5801,2,2
22527,5851,1,2
22528,6266,2,4
22529,5938,1,2
22530,6431,2,1
22531,5806,2,1
22532,5491,1,3
22533,6287,2,3
22534,6366,1,2
22535,6011,1,1
22536,5756,1,1
22537,6034,1,4
22538,5924,1,3
22539,5425,2,1
22540,5947,1,1
22541,6309,2,4
22542,5781,1,4
22543,5399,1,1
22544,5022,1,1
22545,6453,1,3
22546,6373,2,4
22547,5993,1,1
22548,5170,2,2
22549,6462,1,2
22550,5965,1,2
22551,5350,1,1
22552,5363,1,1
22553,6095,2,4
22554,5345,1,1
22555,6388,1,2
22556,5903,1,2
22557,5444,2,1
22558,6383,2,2
22559,5906,2,1
22560,6301,2,1
22561,5800,2,3
22562,5910,1,1
22563,5100,1,2
22564,5512,1,2
22565,5410,1,1
22566,5864,1,1
22567,5691,1,1
22568,5452,1,2
22569,6483,1,1
22570,5852,2,1
22571,5670,1,2
22572,6280,1,4
22573,5877,1,2
22574,5438,1,3
22575,5663,1,1
22576,5824,2,3
22577,5025,1,2
22578,5940,1,1
22579,6348,1,3
22580,5090,1,2
22581,5842,1,4
22582,5209,2,2
22583,5516,1,3
22584,6293,2,4
22585,6389,2,2
22586,5681,1,3
22587,6365,1,1
22588,5687,1,4
22589,5784,2,2
22590,6032,2,1
22591,5477,1,1
22592,5633,1,4
22593,5499,2,1
22594,5123,1,3
22595,6022,1,2
22596,5311,1,2
22597,6315,1,2
22598,6486,2,4
22599,5674,1,3
22600,5651,2,1
22601,6067,1,3
22602,5049,1,3
22603,5702,1,2
22604,6105,1,2
22605,6408,2,2
22606,6246,1,3
22607,5376,1,1
22608,5133,1,1
22609,5395,1,2
22610,5419,1,1
22611,5356,2,2
22612,5484,2,1
22613,5873,2,4
22614,5638,1,2
22615,5502,1,2
22616,6241,1,3
22617,5585,2,4
22618,6302,1,3
22619,5986,1,3
22620,5816,1,2
22621,5965,1,4
22622,6035,2,4
22623,5320,1,1
22624,5782,1,1
22625,5615,2,2
22626,6133,2,2
22627,5527,1,4
22628,5627,1,3
22629,5769,2,4
22630,5148,1,2
22631,6465,1,2
22632,5317,1,1
22633,5027,2,3
22634,6007,1,4
22635,5809,2,3
22636,5787,1,3
22637,6313,2,1
22638,5838,1,1
22639,5789,2,2
22640,5398,1,3
22641,6480,1,4
22642,6301,2,3
22643,6427,1,4
22644,5869,2,2
22645,5497,1,1
22646,5741,2,1
22647,6429,2,2
22648,5536,2,4
22649,6395,1,3
22650,5507,2,2
22651,5026,1,1
22652,6320,2,4
22653,5815,2,1
22654,6062,1,4
22655,5340,1,3
22656,6417,1,4
22657,6201,1,4
22658,6491,1,1
22659,6303,2,3
22660,5293,1,2
22661,5816,2,3
22662,5014,1,4
22663,5004,1,1
22664,6427,1,4
22665,6341,1,4
22666,5350,1,3
22667,5382,2,2
22668,5406,1,2
22669,6030,1,4
22670,6162,1,2
22671,5412,1,2
22672,5393,1,4
22673,5903,2,1
22674,6304,1,1
22675,5601,1,4
22676,5256,1,1
22677,5701,1,2
22678,5979,1,1
22679,5020,1,3
22680,5015,2,1
22681,5199,1,1
22682,5770,2,3
22683,5996,1,3
22684,6238,1,3
22685,5760,2,3
22686,5646,1,3
22687,6363,1,4
22688,6251,1,3
22689,5677,1,1
22690,5936,2,4
22691,6486,1,1
22692,6233,1,3
22693,6433,1,3
22694,5926,2,4
22695,6055,1,2
22696,5007,2,3
22697,5035,2,3
22698,5094,2,3
22699,6389,1,2
22700,6243,1,4
22701,6255,1,3
22702,5877,1,1
22703,5789,1,2
22704,6459,1,1
22705,5262,1,1
22706,5618,2,4
22707,5345,1,1
22708,5988,2,2
22709,5499,1,2
22710,6352,2,1
22711,5217,1,1
22712,5329,1,4
22713,5575,1,3
22714,6364,1,1
22715,6363,1,4
22716,5186,2,3
22717,5459,2,1
22718,6319,1,4
22719,6470,2,4
22720,6340,2,4
22721,5478,1,3
22722,5237,1,1
22723,5229,1,3
22724,6213,1,1
22725,6174,1,2
22726,5642,1,1
22727,5637,1,2
22728,5795,1,3
22729,5748,2,2
22730,6065,2,2
22731,5219,1,1
22732,6103,1,3
22733,5297,1,2
22734,6024,2,4
22735,5302,2,3
22736,5299,2,1
22737,6227,1,3
22738,6029,2,1
22739,5561,2,4
22740,6293,1,4
22741,5597,2,4
22742,5121,1,2
22743,6468,1,2
22744,6435,2,1
22745,5367,1,4
22746,5613,2,2
22747,5045,2,4
22748,5692,1,4
22749,5714,1,4
22750,5148,2,3
22751,5579,2,2
22752,6436,2,4
22753,5200,1,3
22754,6189,1,3
22755,5938,2,2
22756,6183,1,4
22757,6426,1,3
22758,5297,1,2
22759,5401,2,1
22760,5742,2,1
22761,6390,1,4
22762,5875,2,2
22763,5116,1,3
22764,5971,1,1
22765,5241,2,3
22766,6216,1,2
22767,6285,2,4
22768,5502,1,1
22769,5494,1,4
22770,5620,2,2
22771,6337,2,4
22772,6417,2,1
22773,5950,2,4
22774,5564,2,4
22775,5753,1,1
22776,5239,1,1
22777,6002,2,2
22778,5048,2,4
22779,5561,2,1
22780,6215,1,4
22781,5992,2,4
22782,5612,2,2
22783,5204,1,1
22784,6462,2,2
22785,5831,2,1
22786,5807,2,4
22787,5131,2,1
22788,5425,2,1
22789,5371,2,2
22790,5011,2,4
22791,5644,1,1
