SalesKey,DateKey,ProductKey,CustomerKey,EmployeeKey,BranchKey,StoreKey,PromotionKey,Quantity,UnitPrice,Discount,TotalAmount,SaleDate
874,274,113,22,5,2,1,5,1,4264.61,20,3411.69,30-09-2024
875,320,101,216,9,1,1,6,5,3578.55,20,14314.2,15-11-2024
876,338,6,107,20,3,1,1,5,2678.02,10,12051.09,03-12-2024
877,95,83,109,28,2,1,1,5,1991.76,10,8962.92,04-04-2024
878,166,77,181,26,1,1,8,3,1458.15,20,3499.56,14-06-2024
879,32,60,164,18,2,1,4,2,1967.44,20,3147.9,01-02-2024
880,11,90,68,19,1,1,7,3,3931.28,30,8255.69,11-01-2024
881,301,14,292,3,3,1,2,1,3190.8,20,2552.64,27-10-2024
882,217,95,180,9,3,1,1,5,1377.88,10,6200.46,04-08-2024
883,289,54,181,36,2,1,3,4,1963.05,20,6281.76,15-10-2024
884,102,4,169,31,3,1,3,1,1533.33,20,1226.66,11-04-2024
885,267,39,22,17,3,1,5,2,4429.19,20,7086.7,23-09-2024
886,214,72,66,23,1,1,1,1,999.42,10,899.48,01-08-2024
887,179,25,21,34,3,1,7,3,1728.67,30,3630.21,27-06-2024
888,88,77,100,41,1,1,5,4,1458.15,20,4666.08,28-03-2024
889,41,32,300,41,1,1,1,3,1906.42,10,5147.33,10-02-2024
890,76,59,103,5,2,1,4,5,2890.15,20,11560.6,16-03-2024
891,46,102,47,15,1,1,6,5,1803.1,20,7212.4,15-02-2024
892,160,63,39,3,3,1,7,1,3101.45,30,2171.02,08-06-2024
893,80,38,285,19,1,1,1,5,2960.25,10,13321.12,20-03-2024
894,310,120,90,28,1,1,7,5,2937.73,30,10282.05,05-11-2024
895,86,92,85,3,2,1,2,2,2380.87,20,3809.39,26-03-2024
896,92,53,273,38,3,1,7,2,1814.99,30,2540.99,01-04-2024
897,148,94,188,4,3,1,7,3,1398.07,30,2935.95,27-05-2024
898,161,67,159,24,3,1,3,3,1599.39,20,3838.54,09-06-2024
899,202,28,243,31,1,1,4,2,3666.79,20,5866.86,20-07-2024
900,242,3,73,45,3,1,6,1,4480.05,20,3584.04,29-08-2024
901,353,109,49,45,3,1,6,2,2492.47,20,3987.95,18-12-2024
902,2,118,101,11,1,1,3,3,3528.14,20,8467.54,02-01-2024
903,225,98,2,37,2,1,7,4,1047.84,30,2933.95,12-08-2024
904,289,80,244,1,2,1,6,5,3997.46,20,15989.84,15-10-2024
905,233,22,176,9,1,1,5,4,3222.37,20,10311.58,20-08-2024
906,77,96,238,17,2,1,4,4,4390.33,20,14049.06,17-03-2024
907,116,38,59,1,2,1,2,5,2960.25,20,11841,25-04-2024
908,154,72,99,3,2,1,3,2,999.42,20,1599.07,02-06-2024
909,103,119,2,26,3,1,1,1,1071.78,10,964.6,12-04-2024
910,194,72,243,31,2,1,1,4,999.42,10,3597.91,12-07-2024
911,166,62,297,26,3,1,1,1,1822.34,10,1640.11,14-06-2024
912,359,57,211,23,2,1,8,3,1391.84,20,3340.42,24-12-2024
913,90,6,123,30,3,1,4,4,2678.02,20,8569.66,30-03-2024
914,174,78,229,10,1,1,2,3,4434.63,20,10643.11,22-06-2024
915,122,32,82,8,1,1,6,2,1906.42,20,3050.27,01-05-2024
916,143,99,144,44,2,1,2,4,2335.76,20,7474.43,22-05-2024
917,106,10,140,25,3,1,2,3,3495.38,20,8388.91,15-04-2024
918,305,3,29,22,1,1,3,3,4480.05,20,10752.12,31-10-2024
919,360,59,270,15,1,1,4,2,2890.15,20,4624.24,25-12-2024
920,317,76,247,41,1,1,1,1,2081.35,10,1873.22,12-11-2024
921,123,49,12,10,1,1,3,1,1153.5,20,922.8,02-05-2024
922,9,59,106,20,2,1,6,4,2890.15,20,9248.48,09-01-2024
923,262,31,32,41,3,1,2,2,2591.8,20,4146.88,18-09-2024
924,73,93,74,23,1,1,7,4,3418.24,30,9571.07,13-03-2024
925,359,69,171,1,2,1,1,1,2328.42,10,2095.58,24-12-2024
926,223,62,69,2,1,1,8,2,1822.34,20,2915.74,10-08-2024
927,41,52,137,19,1,1,4,5,2191.13,20,8764.52,10-02-2024
928,204,89,100,14,1,1,5,2,2546.15,20,4073.84,22-07-2024
929,264,41,146,8,1,1,8,2,2000.51,20,3200.82,20-09-2024
930,328,31,9,38,2,1,2,5,2591.8,20,10367.2,23-11-2024
931,178,85,62,12,3,1,2,3,2075.94,20,4982.26,26-06-2024
932,348,84,185,26,2,1,2,3,2833.5,20,6800.4,13-12-2024
933,318,103,29,27,2,1,2,3,1563.6,20,3752.64,13-11-2024
934,84,22,114,29,2,1,1,1,3222.37,10,2900.13,24-03-2024
935,318,4,143,15,1,1,4,2,1533.33,20,2453.33,13-11-2024
936,111,13,120,1,3,1,8,5,2731.73,20,10926.92,20-04-2024
937,251,45,170,43,1,1,3,1,2241.67,20,1793.34,07-09-2024
938,7,42,157,28,2,1,1,5,1587.28,10,7142.76,07-01-2024
939,84,114,260,3,1,1,4,1,3197.77,20,2558.22,24-03-2024
940,208,49,82,18,3,1,8,1,1153.5,20,922.8,26-07-2024
941,314,20,242,34,3,1,3,1,2463.82,20,1971.06,09-11-2024
942,22,116,172,32,1,1,2,5,3265.6,20,13062.4,22-01-2024
943,3,77,231,29,2,1,4,4,1458.15,20,4666.08,03-01-2024
944,127,81,208,25,1,1,2,1,1800.9,20,1440.72,06-05-2024
945,297,54,75,26,2,1,7,3,1963.05,30,4122.4,23-10-2024
946,188,36,270,39,3,1,4,2,2090.7,20,3345.12,06-07-2024
947,362,97,114,8,1,1,6,4,3472.54,20,11112.13,27-12-2024
948,14,1,62,19,3,1,5,4,2648.21,20,8474.27,14-01-2024
949,12,15,102,42,2,1,2,5,1801.66,20,7206.64,12-01-2024
950,87,77,210,22,2,1,2,4,1458.15,20,4666.08,27-03-2024
951,12,17,255,29,1,1,2,5,4424.01,20,17696.04,12-01-2024
952,25,24,20,33,1,1,6,5,4011,20,16044,25-01-2024
953,301,58,58,38,1,1,1,3,3452.08,10,9320.62,27-10-2024
954,243,72,112,45,3,1,3,1,999.42,20,799.54,30-08-2024
955,122,114,196,35,2,1,2,4,3197.77,20,10232.86,01-05-2024
956,147,91,92,43,2,1,2,1,1599.77,20,1279.82,26-05-2024
957,55,109,52,3,3,1,8,1,2492.47,20,1993.98,24-02-2024
958,238,23,293,19,1,1,8,1,3308.13,20,2646.5,25-08-2024
959,356,46,8,10,1,1,1,5,2320.89,10,10444,21-12-2024
960,173,72,300,27,3,1,1,1,999.42,10,899.48,21-06-2024
961,221,8,98,15,2,1,5,4,2219.29,20,7101.73,08-08-2024
962,119,59,236,11,2,1,4,5,2890.15,20,11560.6,28-04-2024
963,309,90,69,26,2,1,2,4,3931.28,20,12580.1,04-11-2024
964,183,111,45,24,2,1,4,5,1237.94,20,4951.76,01-07-2024
965,288,59,137,13,3,1,7,2,2890.15,30,4046.21,14-10-2024
966,307,13,234,32,2,1,1,2,2731.73,10,4917.11,02-11-2024
967,300,39,32,37,3,1,1,2,4429.19,10,7972.54,26-10-2024
968,82,101,289,4,1,1,5,2,3578.55,20,5725.68,22-03-2024
969,211,113,126,13,3,1,3,5,4264.61,20,17058.44,29-07-2024
970,150,28,67,9,2,1,6,1,3666.79,20,2933.43,29-05-2024
971,37,89,30,34,1,1,6,3,2546.15,20,6110.76,06-02-2024
972,352,61,114,37,3,1,6,3,2411.21,20,5786.9,17-12-2024
973,312,16,204,7,3,1,1,2,3023.54,10,5442.37,07-11-2024
974,361,119,29,1,3,1,2,1,1071.78,20,857.42,26-12-2024
975,59,2,131,12,1,1,8,4,2514.33,20,8045.86,28-02-2024
976,131,118,185,21,3,1,5,1,3528.14,20,2822.51,10-05-2024
977,202,82,253,11,2,1,3,4,1039.81,20,3327.39,20-07-2024
978,243,17,286,44,1,1,7,3,4424.01,30,9290.42,30-08-2024
979,35,30,62,44,1,1,6,1,4480.38,20,3584.3,04-02-2024
980,93,103,3,44,3,1,5,1,1563.6,20,1250.88,02-04-2024
981,207,13,68,14,2,1,8,3,2731.73,20,6556.15,25-07-2024
982,353,96,25,34,1,1,8,1,4390.33,20,3512.26,18-12-2024
983,332,114,179,34,3,1,1,4,3197.77,10,11511.97,27-11-2024
984,305,93,141,25,2,1,6,1,3418.24,20,2734.59,31-10-2024
985,350,110,231,4,3,1,3,4,1763.23,20,5642.34,15-12-2024
986,213,94,300,26,3,1,7,2,1398.07,30,1957.3,31-07-2024
987,159,82,163,16,1,1,4,1,1039.81,20,831.85,07-06-2024
988,24,13,130,10,1,1,8,4,2731.73,20,8741.54,24-01-2024
989,293,43,246,45,3,1,8,3,1866.51,20,4479.62,19-10-2024
990,4,85,297,2,1,1,7,2,2075.94,30,2906.32,04-01-2024
991,220,94,172,35,1,1,8,1,1398.07,20,1118.46,07-08-2024
992,364,21,64,19,2,1,3,4,2160.28,20,6912.9,29-12-2024
993,20,112,31,6,2,1,7,1,1558.32,30,1090.82,20-01-2024
994,152,55,47,19,3,1,2,4,2061.18,20,6595.78,31-05-2024
995,50,81,130,8,3,1,6,1,1800.9,20,1440.72,19-02-2024
996,177,40,110,14,3,1,6,2,1171.25,20,1874,25-06-2024
997,96,83,69,10,3,1,4,2,1991.76,20,3186.82,05-04-2024
998,105,116,58,3,2,1,7,1,3265.6,30,2285.92,14-04-2024
999,250,15,106,38,1,1,4,1,1801.66,20,1441.33,06-09-2024
1000,117,73,300,29,2,1,7,5,2983.91,30,10443.68,26-04-2024
1001,354,52,256,15,3,1,6,1,2191.13,20,1752.9,19-12-2024
1002,228,74,171,23,3,1,2,1,2478.51,20,1982.81,15-08-2024
1003,66,108,162,23,2,1,8,2,4194.77,20,6711.63,06-03-2024
1004,335,95,286,18,2,1,7,1,1377.88,30,964.52,30-11-2024
1005,262,53,71,19,3,1,4,3,1814.99,20,4355.98,18-09-2024
1006,295,87,255,28,1,1,1,1,1877.55,10,1689.8,21-10-2024
1007,243,52,55,26,3,1,8,5,2191.13,20,8764.52,30-08-2024
1008,186,30,3,10,2,1,6,4,4480.38,20,14337.22,04-07-2024
1009,246,33,26,4,3,1,3,2,4080.58,20,6528.93,02-09-2024
1010,125,57,126,2,3,1,3,3,1391.84,20,3340.42,04-05-2024
1011,268,52,53,3,1,1,8,4,2191.13,20,7011.62,24-09-2024
1012,131,9,198,7,3,1,2,3,3579.01,20,8589.62,10-05-2024
1013,237,54,299,16,3,1,1,2,1963.05,10,3533.49,24-08-2024
1014,18,111,188,31,3,1,4,5,1237.94,20,4951.76,18-01-2024
1015,40,1,186,10,2,1,7,2,2648.21,30,3707.49,09-02-2024
1016,21,44,298,19,2,1,6,3,2647.01,20,6352.82,21-01-2024
1017,225,99,204,28,1,1,3,3,2335.76,20,5605.82,12-08-2024
1018,355,75,11,17,3,1,3,2,3319.29,20,5310.86,20-12-2024
1019,282,98,146,28,2,1,3,1,1047.84,20,838.27,08-10-2024
1020,8,80,85,19,1,1,3,2,3997.46,20,6395.94,08-01-2024
1021,100,9,100,37,3,1,5,5,3579.01,20,14316.04,09-04-2024
1022,240,32,104,23,1,1,2,2,1906.42,20,3050.27,27-08-2024
1023,87,15,46,20,1,1,4,4,1801.66,20,5765.31,27-03-2024
1024,298,12,44,13,1,1,6,1,2853.14,20,2282.51,24-10-2024
1025,14,97,278,13,1,1,6,4,3472.54,20,11112.13,14-01-2024
1026,334,109,181,43,1,1,6,2,2492.47,20,3987.95,29-11-2024
1027,2,78,187,11,1,1,4,1,4434.63,20,3547.7,02-01-2024
1028,293,57,114,15,1,1,2,4,1391.84,20,4453.89,19-10-2024
1029,325,8,255,17,3,1,8,4,2219.29,20,7101.73,20-11-2024
1030,41,72,30,28,3,1,8,1,999.42,20,799.54,10-02-2024
1031,318,27,264,19,1,1,1,1,2959.22,10,2663.3,13-11-2024
1032,316,62,98,4,3,1,7,3,1822.34,30,3826.91,11-11-2024
1033,111,12,115,22,1,1,8,1,2853.14,20,2282.51,20-04-2024
1034,14,65,276,22,3,1,7,2,918.67,30,1286.14,14-01-2024
1035,231,107,281,37,2,1,2,5,1109.5,20,4438,18-08-2024
1036,84,104,275,39,1,1,3,3,1191.14,20,2858.74,24-03-2024
1037,130,42,261,34,2,1,7,1,1587.28,30,1111.1,09-05-2024
1038,231,62,207,33,1,1,3,5,1822.34,20,7289.36,18-08-2024
1039,326,115,211,44,1,1,2,3,2760.11,20,6624.26,21-11-2024
1040,145,11,215,42,2,1,2,2,2009.02,20,3214.43,24-05-2024
1041,345,103,40,40,2,1,4,5,1563.6,20,6254.4,10-12-2024
1042,28,43,26,33,2,1,4,1,1866.51,20,1493.21,28-01-2024
1043,66,95,27,12,1,1,5,1,1377.88,20,1102.3,06-03-2024
1044,163,17,190,2,2,1,6,2,4424.01,20,7078.42,11-06-2024
1045,229,97,83,28,2,1,5,3,3472.54,20,8334.1,16-08-2024
1046,261,32,170,10,3,1,6,5,1906.42,20,7625.68,17-09-2024
1047,164,93,167,22,3,1,3,2,3418.24,20,5469.18,12-06-2024
1048,301,85,188,17,2,1,5,3,2075.94,20,4982.26,27-10-2024
1049,303,85,169,26,2,1,5,4,2075.94,20,6643.01,29-10-2024
1050,287,40,289,3,2,1,1,4,1171.25,10,4216.5,13-10-2024
1051,10,23,229,7,2,1,2,3,3308.13,20,7939.51,10-01-2024
1052,195,56,97,44,3,1,4,1,3955.21,20,3164.17,13-07-2024
1053,118,6,16,8,1,1,5,1,2678.02,20,2142.42,27-04-2024
1054,270,86,279,20,2,1,4,4,3880.33,20,12417.06,26-09-2024
1055,80,50,135,12,2,1,6,1,1652.11,20,1321.69,20-03-2024
1056,93,102,26,35,3,1,5,1,1803.1,20,1442.48,02-04-2024
1057,266,37,12,17,2,1,6,3,2889.95,20,6935.88,22-09-2024
1058,332,109,72,28,2,1,8,3,2492.47,20,5981.93,27-11-2024
1059,350,64,133,41,3,1,8,1,1193.74,20,954.99,15-12-2024
1060,361,115,106,10,2,1,5,3,2760.11,20,6624.26,26-12-2024
1061,257,54,220,22,2,1,8,5,1963.05,20,7852.2,13-09-2024
1062,133,72,177,38,3,1,7,4,999.42,30,2798.38,12-05-2024
1063,276,105,282,33,1,1,3,5,2441.93,20,9767.72,02-10-2024
1064,264,49,133,22,2,1,1,5,1153.5,10,5190.75,20-09-2024
1065,171,99,22,44,2,1,6,1,2335.76,20,1868.61,19-06-2024
1066,1,115,269,37,1,1,2,1,2760.11,20,2208.09,01-01-2024
1067,313,11,161,13,3,1,2,5,2009.02,20,8036.08,08-11-2024
1068,64,88,107,27,1,1,3,5,4374.91,20,17499.64,04-03-2024
1069,284,49,279,15,2,1,8,2,1153.5,20,1845.6,10-10-2024
1070,121,21,235,22,1,1,3,2,2160.28,20,3456.45,30-04-2024
1071,107,115,18,30,3,1,8,4,2760.11,20,8832.35,16-04-2024
1072,175,66,242,43,2,1,7,5,3160.42,30,11061.47,23-06-2024
1073,204,63,117,40,3,1,2,3,3101.45,20,7443.48,22-07-2024
1074,165,104,286,37,3,1,6,2,1191.14,20,1905.82,13-06-2024
1075,305,83,282,34,1,1,2,1,1991.76,20,1593.41,31-10-2024
1076,120,103,144,44,1,1,1,5,1563.6,10,7036.2,29-04-2024
1077,44,28,205,34,3,1,5,3,3666.79,20,8800.3,13-02-2024
1078,312,17,39,35,3,1,8,3,4424.01,20,10617.62,07-11-2024
1079,156,6,154,42,2,1,1,3,2678.02,10,7230.65,04-06-2024
1080,207,19,176,19,3,1,7,1,4161.96,30,2913.37,25-07-2024
1081,108,56,241,8,3,1,7,2,3955.21,30,5537.29,17-04-2024
1082,251,102,134,39,1,1,8,3,1803.1,20,4327.44,07-09-2024
1083,334,28,46,33,3,1,8,2,3666.79,20,5866.86,29-11-2024
1084,130,66,50,44,3,1,2,4,3160.42,20,10113.34,09-05-2024
1085,293,38,166,28,1,1,5,1,2960.25,20,2368.2,19-10-2024
1086,20,119,106,37,2,1,2,2,1071.78,20,1714.85,20-01-2024
1087,282,37,216,25,1,1,1,2,2889.95,10,5201.91,08-10-2024
1088,285,115,146,36,1,1,1,3,2760.11,10,7452.3,11-10-2024
1089,1,116,72,17,3,1,8,3,3265.6,20,7837.44,01-01-2024
1090,119,68,273,24,3,1,6,1,1155.39,20,924.31,28-04-2024
1091,35,86,247,21,2,1,6,2,3880.33,20,6208.53,04-02-2024
1092,198,90,186,2,3,1,1,5,3931.28,10,17690.76,16-07-2024
1093,245,49,70,31,2,1,5,3,1153.5,20,2768.4,01-09-2024
1094,59,43,150,44,2,1,8,3,1866.51,20,4479.62,28-02-2024
1095,325,36,246,33,2,1,7,4,2090.7,30,5853.96,20-11-2024
1096,161,58,262,30,2,1,6,1,3452.08,20,2761.66,09-06-2024
1097,179,13,26,12,3,1,6,2,2731.73,20,4370.77,27-06-2024
1098,206,52,140,44,1,1,4,2,2191.13,20,3505.81,24-07-2024
1099,12,58,99,12,1,1,4,2,3452.08,20,5523.33,12-01-2024
1100,276,32,278,24,3,1,6,3,1906.42,20,4575.41,02-10-2024
1101,181,81,51,24,3,1,2,1,1800.9,20,1440.72,29-06-2024
1102,242,105,151,11,2,1,5,2,2441.93,20,3907.09,29-08-2024
1103,216,100,104,13,3,1,3,5,2460.67,20,9842.68,03-08-2024
1104,251,119,89,27,1,1,6,4,1071.78,20,3429.7,07-09-2024
1105,299,60,141,8,3,1,4,4,1967.44,20,6295.81,25-10-2024
1106,126,110,213,10,3,1,5,2,1763.23,20,2821.17,05-05-2024
1107,217,83,233,8,2,1,5,3,1991.76,20,4780.22,04-08-2024
1108,306,58,183,20,2,1,4,4,3452.08,20,11046.66,01-11-2024
1109,285,99,251,8,2,1,8,4,2335.76,20,7474.43,11-10-2024
1110,185,110,9,9,2,1,5,4,1763.23,20,5642.34,03-07-2024
1111,39,104,79,7,1,1,8,4,1191.14,20,3811.65,08-02-2024
1112,223,56,52,14,3,1,5,2,3955.21,20,6328.34,10-08-2024
1113,184,28,269,28,3,1,4,1,3666.79,20,2933.43,02-07-2024
1114,178,1,226,2,2,1,1,1,2648.21,10,2383.39,26-06-2024
1115,294,42,51,43,1,1,6,3,1587.28,20,3809.47,20-10-2024
1116,340,82,186,8,1,1,2,5,1039.81,20,4159.24,05-12-2024
1117,151,48,34,13,3,1,8,1,4248.06,20,3398.45,30-05-2024
1118,126,40,291,21,2,1,3,5,1171.25,20,4685,05-05-2024
1119,301,97,230,28,3,1,2,1,3472.54,20,2778.03,27-10-2024
1120,308,63,131,35,3,1,1,1,3101.45,10,2791.3,03-11-2024
1121,336,76,120,23,1,1,7,3,2081.35,30,4370.83,01-12-2024
1122,234,72,247,15,1,1,1,4,999.42,10,3597.91,21-08-2024
1123,8,88,192,2,3,1,5,3,4374.91,20,10499.78,08-01-2024
1124,341,80,210,12,2,1,2,1,3997.46,20,3197.97,06-12-2024
1125,129,114,103,36,2,1,8,4,3197.77,20,10232.86,08-05-2024
1126,264,4,133,3,3,1,8,4,1533.33,20,4906.66,20-09-2024
1127,157,38,139,5,3,1,1,4,2960.25,10,10656.9,05-06-2024
1128,352,108,121,3,2,1,2,5,4194.77,20,16779.08,17-12-2024
1129,358,27,94,19,2,1,1,1,2959.22,10,2663.3,23-12-2024
1130,5,9,129,2,2,1,3,2,3579.01,20,5726.42,05-01-2024
1131,86,111,91,44,3,1,1,3,1237.94,10,3342.44,26-03-2024
1132,175,16,92,37,1,1,2,5,3023.54,20,12094.16,23-06-2024
1133,290,56,63,17,2,1,5,3,3955.21,20,9492.5,16-10-2024
1134,193,76,29,14,2,1,2,2,2081.35,20,3330.16,11-07-2024
1135,311,31,210,28,2,1,4,4,2591.8,20,8293.76,06-11-2024
1136,119,88,12,27,3,1,2,2,4374.91,20,6999.86,28-04-2024
1137,218,119,297,10,1,1,3,3,1071.78,20,2572.27,05-08-2024
1138,114,14,130,3,1,1,6,2,3190.8,20,5105.28,23-04-2024
1139,145,109,293,36,2,1,3,1,2492.47,20,1993.98,24-05-2024
1140,26,25,173,38,3,1,3,2,1728.67,20,2765.87,26-01-2024
1141,136,34,208,25,1,1,1,1,3591.79,10,3232.61,15-05-2024
1142,303,67,24,22,3,1,3,2,1599.39,20,2559.02,29-10-2024
1143,232,24,99,39,1,1,2,1,4011,20,3208.8,19-08-2024
1144,76,118,139,30,2,1,8,1,3528.14,20,2822.51,16-03-2024
1145,328,106,174,21,3,1,6,2,3378.6,20,5405.76,23-11-2024
1146,345,73,29,30,2,1,8,5,2983.91,20,11935.64,10-12-2024
1147,302,26,143,28,1,1,7,4,2697.1,30,7551.88,28-10-2024
1148,289,20,42,31,1,1,5,4,2463.82,20,7884.22,15-10-2024
1149,1,64,299,26,2,1,7,4,1193.74,30,3342.47,01-01-2024
1150,147,104,208,43,1,1,3,1,1191.14,20,952.91,26-05-2024
1151,287,10,192,22,2,1,8,4,3495.38,20,11185.22,13-10-2024
1152,142,83,160,21,2,1,2,1,1991.76,20,1593.41,21-05-2024
1153,53,67,64,1,2,1,1,5,1599.39,10,7197.26,22-02-2024
1154,304,24,243,37,1,1,1,2,4011,10,7219.8,30-10-2024
1155,69,5,258,13,3,1,5,2,965.07,20,1544.11,09-03-2024
1156,361,67,152,21,2,1,5,1,1599.39,20,1279.51,26-12-2024
1157,90,58,215,9,3,1,2,1,3452.08,20,2761.66,30-03-2024
1158,220,27,166,17,1,1,5,5,2959.22,20,11836.88,07-08-2024
1159,192,80,31,21,1,1,8,4,3997.46,20,12791.87,10-07-2024
1160,63,113,232,31,3,1,8,5,4264.61,20,17058.44,03-03-2024
1161,73,15,282,39,2,1,5,2,1801.66,20,2882.66,13-03-2024
1162,161,35,29,22,1,1,1,2,4331.06,10,7795.91,09-06-2024
1163,169,76,195,12,2,1,2,4,2081.35,20,6660.32,17-06-2024
1164,89,105,256,6,2,1,6,2,2441.93,20,3907.09,29-03-2024
1165,176,53,281,16,3,1,5,1,1814.99,20,1451.99,24-06-2024
1166,269,44,294,26,1,1,2,2,2647.01,20,4235.22,25-09-2024
1167,73,26,87,5,3,1,3,3,2697.1,20,6473.04,13-03-2024
1168,245,47,149,9,1,1,1,4,3939.17,10,14181.01,01-09-2024
1169,77,34,249,40,3,1,6,4,3591.79,20,11493.73,17-03-2024
1170,159,87,283,14,1,1,8,4,1877.55,20,6008.16,07-06-2024
1171,324,95,198,44,1,1,1,3,1377.88,10,3720.28,19-11-2024
1172,98,50,44,42,1,1,1,5,1652.11,10,7434.5,07-04-2024
1173,102,84,28,30,2,1,8,1,2833.5,20,2266.8,11-04-2024
1174,132,12,17,26,2,1,4,4,2853.14,20,9130.05,11-05-2024
1175,102,87,127,45,3,1,2,2,1877.55,20,3004.08,11-04-2024
1176,19,4,168,29,3,1,8,1,1533.33,20,1226.66,19-01-2024
1177,82,87,244,19,1,1,3,2,1877.55,20,3004.08,22-03-2024
1178,279,48,76,8,1,1,5,1,4248.06,20,3398.45,05-10-2024
1179,339,55,231,23,2,1,3,1,2061.18,20,1648.94,04-12-2024
1180,365,112,204,42,2,1,2,2,1558.32,20,2493.31,30-12-2024
1181,331,1,248,35,2,1,8,2,2648.21,20,4237.14,26-11-2024
1182,129,118,214,31,3,1,1,1,3528.14,10,3175.33,08-05-2024
1183,344,89,215,35,2,1,8,4,2546.15,20,8147.68,09-12-2024
1184,310,66,158,32,3,1,4,2,3160.42,20,5056.67,05-11-2024
1185,89,30,69,5,2,1,2,3,4480.38,20,10752.91,29-03-2024
1186,213,3,85,16,2,1,6,3,4480.05,20,10752.12,31-07-2024
1187,143,21,267,17,1,1,6,1,2160.28,20,1728.22,22-05-2024
1188,65,89,69,32,3,1,2,5,2546.15,20,10184.6,05-03-2024
1189,76,84,99,38,2,1,5,1,2833.5,20,2266.8,16-03-2024
1190,199,49,216,32,1,1,3,1,1153.5,20,922.8,17-07-2024
1191,143,116,161,20,3,1,3,4,3265.6,20,10449.92,22-05-2024
1192,316,86,94,2,3,1,5,4,3880.33,20,12417.06,11-11-2024
1193,93,85,174,20,2,1,4,5,2075.94,20,8303.76,02-04-2024
1194,305,62,165,18,3,1,1,5,1822.34,10,8200.53,31-10-2024
1195,224,97,115,1,1,1,7,5,3472.54,30,12153.89,11-08-2024
1196,291,116,220,29,1,1,7,5,3265.6,30,11429.6,17-10-2024
1197,102,38,31,29,3,1,1,5,2960.25,10,13321.12,11-04-2024
1198,267,15,11,19,1,1,6,1,1801.66,20,1441.33,23-09-2024
1199,355,110,130,44,3,1,4,1,1763.23,20,1410.58,20-12-2024
1200,110,52,105,40,1,1,5,3,2191.13,20,5258.71,19-04-2024
1201,330,79,27,6,3,1,7,3,3920.16,30,8232.34,25-11-2024
1202,265,46,227,44,3,1,2,2,2320.89,20,3713.42,21-09-2024
1203,3,25,2,39,3,1,8,1,1728.67,20,1382.94,03-01-2024
1204,85,21,101,8,1,1,3,5,2160.28,20,8641.12,25-03-2024
1205,282,88,21,24,3,1,8,2,4374.91,20,6999.86,08-10-2024
1206,328,5,58,20,3,1,2,4,965.07,20,3088.22,23-11-2024
1207,304,70,180,14,2,1,3,1,1082.77,20,866.22,30-10-2024
1208,117,113,20,5,2,1,2,3,4264.61,20,10235.06,26-04-2024
1209,221,107,255,41,3,1,5,1,1109.5,20,887.6,08-08-2024
1210,154,112,38,40,2,1,5,1,1558.32,20,1246.66,02-06-2024
1211,153,108,148,34,3,1,4,1,4194.77,20,3355.82,01-06-2024
1212,12,47,25,16,2,1,2,1,3939.17,20,3151.34,12-01-2024
1213,133,87,121,45,1,1,2,4,1877.55,20,6008.16,12-05-2024
1214,304,68,26,7,1,1,4,3,1155.39,20,2772.94,30-10-2024
1215,293,91,169,16,3,1,4,1,1599.77,20,1279.82,19-10-2024
1216,300,18,225,7,3,1,8,4,2652.27,20,8487.26,26-10-2024
1217,228,21,1,27,1,1,5,2,2160.28,20,3456.45,15-08-2024
1218,271,92,261,14,1,1,8,1,2380.87,20,1904.7,27-09-2024
1219,43,99,13,14,2,1,5,4,2335.76,20,7474.43,12-02-2024
1220,343,86,48,44,3,1,8,5,3880.33,20,15521.32,08-12-2024
1221,326,104,291,33,1,1,6,2,1191.14,20,1905.82,21-11-2024
1222,302,23,94,33,1,1,2,3,3308.13,20,7939.51,28-10-2024
1223,364,64,261,44,3,1,8,1,1193.74,20,954.99,29-12-2024
1224,21,67,278,20,2,1,8,1,1599.39,20,1279.51,21-01-2024
1225,107,40,205,36,2,1,5,4,1171.25,20,3748,16-04-2024
1226,336,114,185,7,2,1,7,3,3197.77,30,6715.32,01-12-2024
1227,303,10,175,32,2,1,5,5,3495.38,20,13981.52,29-10-2024
1228,117,89,69,3,1,1,2,2,2546.15,20,4073.84,26-04-2024
1229,124,52,104,39,3,1,4,3,2191.13,20,5258.71,03-05-2024
1230,281,113,246,29,3,1,2,1,4264.61,20,3411.69,07-10-2024
1231,292,72,161,24,1,1,7,4,999.42,30,2798.38,18-10-2024
1232,203,119,200,22,1,1,1,5,1071.78,10,4823.01,21-07-2024
1233,51,75,216,6,1,1,2,4,3319.29,20,10621.73,20-02-2024
1234,271,61,212,24,3,1,1,2,2411.21,10,4340.18,27-09-2024
1235,324,64,16,40,3,1,8,3,1193.74,20,2864.98,19-11-2024
1236,277,5,205,23,3,1,2,4,965.07,20,3088.22,03-10-2024
1237,141,109,39,38,2,1,7,4,2492.47,30,6978.92,20-05-2024
1238,275,53,89,10,1,1,1,1,1814.99,10,1633.49,01-10-2024
1239,290,55,256,16,1,1,1,4,2061.18,10,7420.25,16-10-2024
1240,334,37,254,11,1,1,7,5,2889.95,30,10114.82,29-11-2024
1241,52,56,216,32,3,1,2,3,3955.21,20,9492.5,21-02-2024
1242,27,59,172,45,1,1,6,2,2890.15,20,4624.24,27-01-2024
1243,157,109,137,6,1,1,5,4,2492.47,20,7975.9,05-06-2024
