OrderKey,SessionID,DeviceType,CartAbandonFlag
2872,sess_58176,Desktop,1
2873,sess_25058,Mobile,1
2874,sess_46512,Tablet,1
2875,sess_85248,Tablet,0
2876,sess_39643,Tablet,1
2877,sess_66244,Mobile,0
2878,sess_83526,Desktop,0
2879,sess_91490,Mobile,0
2880,sess_90422,Desktop,0
2881,sess_98470,Tablet,0
2882,sess_94239,Tablet,0
2883,sess_82972,Mobile,1
2884,sess_13441,Mobile,0
2885,sess_89822,Desktop,0
2886,sess_96223,Desktop,0
2887,sess_45054,Mobile,1
2888,sess_13794,Desktop,0
2889,sess_33647,Mobile,0
2890,sess_45818,Desktop,1
2891,sess_50499,Mobile,1
2892,sess_54541,Mobile,0
2893,sess_56009,Mobile,0
2894,sess_10800,Desktop,1
2895,sess_33777,Desktop,0
2896,sess_28776,Desktop,0
2897,sess_84228,Mobile,1
2898,sess_96159,Desktop,0
2899,sess_62531,Desktop,0
2900,sess_19120,Mobile,0
2901,sess_28595,Tablet,0
2902,sess_92991,Mobile,0
2903,sess_14018,Desktop,1
2904,sess_22026,Mobile,0
2905,sess_79531,Tablet,0
2906,sess_38197,Mobile,0
2907,sess_59308,Desktop,0
2908,sess_65028,Tablet,1
2909,sess_69460,Desktop,0
2910,sess_54681,Tablet,0
2911,sess_30631,Tablet,0
2912,sess_58503,Mobile,0
2913,sess_50846,Mobile,0
2914,sess_52517,Desktop,0
2915,sess_84395,Mobile,1
2916,sess_88148,Mobile,0
2917,sess_21135,Tablet,0
2918,sess_16895,Mobile,0
2919,sess_30392,Tablet,1
2920,sess_30632,Tablet,0
2921,sess_90981,Tablet,0
2922,sess_16522,Desktop,0
2923,sess_98338,Desktop,0
2924,sess_20693,Desktop,1
2925,sess_45665,Tablet,0
2926,sess_68079,Desktop,0
2927,sess_96761,Desktop,1
2928,sess_65576,Mobile,1
2929,sess_73656,Desktop,1
2930,sess_89570,Desktop,1
2931,sess_67939,Tablet,0
2932,sess_64287,Tablet,0
2933,sess_45804,Tablet,0
2934,sess_38255,Tablet,0
2935,sess_77154,Tablet,0
2936,sess_24918,Tablet,0
2937,sess_55242,Desktop,0
2938,sess_66349,Tablet,1
2939,sess_24534,Tablet,0
2940,sess_47125,Mobile,1
2941,sess_98895,Desktop,0
2942,sess_98930,Desktop,0
2943,sess_87743,Desktop,0
2944,sess_73783,Tablet,0
2945,sess_79066,Tablet,0
2946,sess_97442,Tablet,1
2947,sess_50425,Mobile,0
2948,sess_15952,Tablet,0
2949,sess_38903,Mobile,0
2950,sess_61807,Desktop,0
2951,sess_88554,Tablet,1
2952,sess_17180,Mobile,1
2953,sess_11007,Mobile,0
2954,sess_36794,Tablet,0
2955,sess_49507,Desktop,0
2956,sess_37686,Desktop,1
2957,sess_27987,Desktop,0
2958,sess_43491,Mobile,0
2959,sess_47938,Mobile,1
2960,sess_53007,Mobile,0
2961,sess_25726,Mobile,1
2962,sess_11013,Desktop,0
2963,sess_75193,Tablet,0
2964,sess_66446,Mobile,0
2965,sess_33028,Mobile,1
2966,sess_26932,Desktop,1
2967,sess_59834,Tablet,0
2968,sess_79806,Tablet,0
2969,sess_40161,Desktop,0
2970,sess_75570,Desktop,1
2971,sess_83233,Tablet,0
2972,sess_97562,Mobile,0
2973,sess_56421,Tablet,0
2974,sess_19447,Desktop,1
2975,sess_62044,Mobile,0
2976,sess_15544,Mobile,0
2977,sess_67176,Desktop,0
2978,sess_12456,Desktop,1
2979,sess_70260,Desktop,0
2980,sess_20205,Tablet,0
2981,sess_51033,Tablet,1
2982,sess_85465,Mobile,0
2983,sess_66267,Desktop,0
2984,sess_85156,Mobile,0
2985,sess_63008,Mobile,1
2986,sess_93904,Mobile,0
2987,sess_64747,Mobile,1
2988,sess_47947,Desktop,0
2989,sess_25096,Mobile,0
2990,sess_63088,Desktop,0
2991,sess_12733,Desktop,1
2992,sess_52568,Tablet,0
2993,sess_32527,Desktop,1
2994,sess_91018,Tablet,0
2995,sess_70305,Desktop,0
2996,sess_57428,Desktop,0
2997,sess_21551,Desktop,1
2998,sess_67240,Tablet,0
2999,sess_23875,Tablet,0
3000,sess_41891,Mobile,0
3001,sess_67104,Tablet,1
3002,sess_87184,Tablet,0
3003,sess_62487,Tablet,1
3004,sess_78676,Tablet,0
3005,sess_20308,Mobile,0
3006,sess_61873,Tablet,0
3007,sess_50668,Desktop,1
3008,sess_54500,Desktop,1
3009,sess_39041,Tablet,0
3010,sess_53655,Tablet,0
3011,sess_32037,Desktop,0
3012,sess_20011,Desktop,0
3013,sess_76910,Mobile,0
3014,sess_92998,Desktop,0
3015,sess_24945,Desktop,0
3016,sess_79547,Tablet,0
3017,sess_76840,Desktop,0
3018,sess_35415,Mobile,0
3019,sess_55793,Desktop,0
3020,sess_56019,Tablet,0
3021,sess_94599,Tablet,1
3022,sess_29358,Desktop,0
3023,sess_40968,Tablet,0
3024,sess_23474,Mobile,0
3025,sess_29194,Mobile,0
3026,sess_43550,Desktop,0
3027,sess_35856,Desktop,0
3028,sess_32740,Desktop,1
3029,sess_88957,Tablet,0
3030,sess_30036,Mobile,0
3031,sess_95918,Mobile,0
3032,sess_19876,Tablet,0
3033,sess_33218,Mobile,0
3034,sess_92306,Desktop,1
3035,sess_74764,Desktop,0
3036,sess_70811,Desktop,0
3037,sess_83889,Mobile,0
3038,sess_85952,Desktop,0
3039,sess_68838,Tablet,1
3040,sess_99277,Tablet,0
3041,sess_83989,Mobile,0
3042,sess_94278,Tablet,0
3043,sess_93269,Tablet,1
3044,sess_91857,Mobile,0
3045,sess_52363,Desktop,0
3046,sess_92210,Desktop,0
3047,sess_51436,Desktop,0
3048,sess_29786,Mobile,0
3049,sess_67640,Tablet,0
3050,sess_18950,Desktop,0
3051,sess_71462,Desktop,0
3052,sess_67961,Mobile,0
3053,sess_92756,Desktop,0
3054,sess_49691,Mobile,0
3055,sess_46002,Tablet,0
3056,sess_87518,Mobile,0
3057,sess_17362,Mobile,1
3058,sess_56129,Mobile,0
3059,sess_76497,Mobile,0
3060,sess_19724,Tablet,0
3061,sess_50685,Tablet,1
3062,sess_70521,Desktop,0
3063,sess_69233,Tablet,0
3064,sess_14929,Tablet,0
3065,sess_17456,Desktop,0
3066,sess_58331,Tablet,0
3067,sess_47627,Mobile,0
3068,sess_20057,Mobile,0
3069,sess_94497,Desktop,1
3070,sess_21835,Desktop,0
3071,sess_90610,Desktop,0
3072,sess_87867,Mobile,0
3073,sess_76462,Tablet,0
3074,sess_60394,Mobile,0
3075,sess_70648,Desktop,0
3076,sess_86064,Tablet,0
3077,sess_82655,Tablet,1
3078,sess_15376,Mobile,1
3079,sess_68947,Desktop,0
3080,sess_84928,Mobile,0
3081,sess_95437,Tablet,1
3082,sess_34672,Mobile,0
3083,sess_52143,Mobile,1
3084,sess_89299,Desktop,0
3085,sess_72341,Desktop,0
3086,sess_75715,Tablet,0
3087,sess_29773,Mobile,0
3088,sess_18109,Mobile,0
3089,sess_69050,Mobile,0
3090,sess_23566,Tablet,0
3091,sess_55015,Tablet,0
3092,sess_21053,Desktop,0
3093,sess_76132,Desktop,1
3094,sess_94689,Desktop,0
3095,sess_32617,Mobile,1
3096,sess_15130,Mobile,0
3097,sess_42472,Desktop,0
3098,sess_67377,Mobile,1
3099,sess_67595,Desktop,0
3100,sess_78690,Tablet,0
3101,sess_78517,Desktop,0
3102,sess_89928,Tablet,0
3103,sess_30807,Mobile,0
3104,sess_57696,Desktop,1
3105,sess_58870,Mobile,0
3106,sess_47079,Tablet,0
3107,sess_60779,Tablet,0
3108,sess_63578,Tablet,0
3109,sess_54350,Mobile,0
3110,sess_98984,Mobile,0
3111,sess_88366,Mobile,0
3112,sess_16863,Mobile,0
3113,sess_92691,Tablet,0
3114,sess_94843,Tablet,0
3115,sess_53863,Desktop,0
3116,sess_18639,Desktop,0
3117,sess_53213,Mobile,1
3118,sess_22387,Tablet,0
3119,sess_83133,Tablet,0
3120,sess_98916,Tablet,0
3121,sess_60667,Desktop,0
3122,sess_47243,Desktop,0
3123,sess_43029,Tablet,0
3124,sess_96057,Tablet,0
3125,sess_88997,Tablet,0
3126,sess_29709,Desktop,0
3127,sess_53694,Tablet,0
3128,sess_20682,Tablet,0
3129,sess_86380,Mobile,0
3130,sess_96980,Mobile,1
3131,sess_28537,Desktop,1
3132,sess_55851,Tablet,1
3133,sess_50662,Tablet,1
3134,sess_95990,Mobile,1
3135,sess_96787,Desktop,0
3136,sess_61374,Mobile,0
3137,sess_26901,Mobile,0
3138,sess_87993,Mobile,0
3139,sess_21104,Mobile,0
3140,sess_50577,Tablet,0
3141,sess_83259,Tablet,0
3142,sess_59372,Mobile,0
3143,sess_94343,Desktop,1
3144,sess_53054,Desktop,0
3145,sess_26750,Desktop,0
3146,sess_97833,Desktop,0
3147,sess_99838,Mobile,0
3148,sess_78995,Tablet,1
3149,sess_22249,Desktop,0
3150,sess_94675,Mobile,1
3151,sess_97878,Desktop,0
3152,sess_65496,Desktop,0
3153,sess_76648,Mobile,0
3154,sess_57425,Tablet,0
3155,sess_12389,Tablet,0
3156,sess_57526,Mobile,0
3157,sess_50483,Tablet,0
3158,sess_33627,Mobile,1
3159,sess_38074,Mobile,0
3160,sess_54791,Mobile,1
3161,sess_73736,Tablet,0
3162,sess_35166,Mobile,0
3163,sess_39693,Desktop,0
3164,sess_28030,Tablet,0
3165,sess_30308,Tablet,0
3166,sess_20114,Tablet,0
3167,sess_48770,Tablet,0
3168,sess_23256,Desktop,1
3169,sess_76543,Tablet,0
3170,sess_80748,Tablet,1
3171,sess_79013,Mobile,0
3172,sess_14947,Tablet,0
3173,sess_96760,Desktop,0
3174,sess_54140,Desktop,0
3175,sess_91006,Desktop,0
3176,sess_27176,Desktop,0
3177,sess_88282,Tablet,0
3178,sess_59377,Tablet,0
3179,sess_30218,Desktop,1
3180,sess_31266,Desktop,1
3181,sess_33703,Tablet,0
3182,sess_91885,Desktop,0
3183,sess_31697,Mobile,0
3184,sess_67366,Desktop,0
3185,sess_15726,Desktop,0
3186,sess_63852,Mobile,0
3187,sess_57749,Mobile,0
3188,sess_98652,Tablet,0
3189,sess_41133,Tablet,0
3190,sess_68222,Mobile,1
3191,sess_90031,Mobile,1
3192,sess_47346,Tablet,0
3193,sess_68841,Desktop,1
3194,sess_40671,Mobile,1
3195,sess_79993,Tablet,0
3196,sess_41348,Desktop,0
3197,sess_50562,Mobile,0
3198,sess_71474,Desktop,1
3199,sess_35430,Tablet,1
3200,sess_58213,Mobile,0
3201,sess_98907,Desktop,0
3202,sess_84766,Mobile,0
3203,sess_67749,Desktop,0
3204,sess_70513,Tablet,0
3205,sess_46932,Tablet,1
3206,sess_60052,Mobile,0
3207,sess_75916,Desktop,1
3208,sess_79135,Mobile,1
3209,sess_64874,Mobile,0
3210,sess_31241,Desktop,0
3211,sess_36174,Desktop,0
3212,sess_89254,Desktop,0
3213,sess_28140,Tablet,0
3214,sess_42768,Mobile,0
3215,sess_16839,Mobile,0
3216,sess_94040,Tablet,0
3217,sess_72991,Desktop,0
3218,sess_58655,Tablet,0
3219,sess_82684,Tablet,0
3220,sess_23446,Tablet,0
3221,sess_77621,Mobile,0
3222,sess_26341,Tablet,0
3223,sess_47363,Mobile,0
3224,sess_20993,Mobile,0
3225,sess_31012,Mobile,0
3226,sess_45755,Desktop,0
3227,sess_68893,Mobile,1
3228,sess_77286,Mobile,0
3229,sess_29313,Desktop,0
3230,sess_67340,Mobile,0
3231,sess_22021,Tablet,0
3232,sess_39102,Tablet,0
3233,sess_69130,Mobile,0
3234,sess_55820,Desktop,0
3235,sess_13495,Tablet,0
3236,sess_64381,Desktop,0
3237,sess_16980,Desktop,0
3238,sess_61964,Tablet,0
3239,sess_75799,Desktop,1
3240,sess_59015,Tablet,0
3241,sess_40903,Desktop,0
3242,sess_60615,Tablet,0
3243,sess_20696,Mobile,0
3244,sess_59140,Tablet,0
3245,sess_39430,Tablet,0
3246,sess_13694,Tablet,0
3247,sess_51770,Tablet,0
3248,sess_22987,Desktop,0
3249,sess_95191,Mobile,0
3250,sess_53947,Tablet,1
3251,sess_29142,Desktop,0
3252,sess_28035,Mobile,0
3253,sess_15020,Mobile,0
3254,sess_47601,Mobile,0
3255,sess_71925,Mobile,0
3256,sess_28191,Tablet,0
3257,sess_71487,Tablet,0
3258,sess_68799,Desktop,0
3259,sess_90654,Desktop,0
3260,sess_10688,Desktop,0
3261,sess_20384,Mobile,1
3262,sess_12490,Mobile,0
3263,sess_43544,Tablet,0
3264,sess_38266,Mobile,0
3265,sess_29597,Mobile,0
3266,sess_81932,Mobile,1
3267,sess_89807,Desktop,0
3268,sess_79176,Desktop,0
3269,sess_65476,Tablet,0
3270,sess_24573,Mobile,0
3271,sess_47762,Mobile,0
3272,sess_41147,Tablet,0
3273,sess_49472,Mobile,0
3274,sess_25970,Mobile,0
3275,sess_16258,Desktop,0
3276,sess_41252,Tablet,1
3277,sess_65027,Tablet,1
3278,sess_93748,Tablet,1
3279,sess_91633,Tablet,0
3280,sess_69914,Desktop,0
3281,sess_18232,Desktop,1
3282,sess_24530,Mobile,0
3283,sess_75513,Mobile,0
3284,sess_88215,Mobile,1
3285,sess_80261,Mobile,1
3286,sess_12154,Desktop,0
3287,sess_92831,Tablet,0
3288,sess_77551,Desktop,0
3289,sess_85372,Mobile,1
3290,sess_41711,Desktop,1
3291,sess_28818,Tablet,0
3292,sess_48177,Tablet,0
3293,sess_66261,Desktop,1
3294,sess_10205,Desktop,0
3295,sess_90584,Desktop,0
3296,sess_56244,Mobile,1
3297,sess_41531,Desktop,0
3298,sess_84798,Desktop,0
3299,sess_64600,Desktop,0
3300,sess_34551,Tablet,0
3301,sess_97080,Tablet,1
3302,sess_97584,Mobile,0
3303,sess_21221,Mobile,1
3304,sess_78614,Tablet,0
3305,sess_57265,Tablet,0
3306,sess_18870,Tablet,0
3307,sess_78951,Desktop,0
3308,sess_81313,Desktop,0
3309,sess_76496,Tablet,0
3310,sess_76535,Desktop,0
3311,sess_82633,Desktop,0
3312,sess_12665,Mobile,0
3313,sess_61177,Tablet,0
3314,sess_71621,Tablet,0
3315,sess_15706,Desktop,0
3316,sess_93318,Tablet,0
3317,sess_60709,Mobile,0
3318,sess_58929,Mobile,0
3319,sess_43246,Mobile,0
3320,sess_12128,Tablet,1
3321,sess_56805,Tablet,1
3322,sess_18855,Tablet,0
3323,sess_55193,Tablet,0
3324,sess_41604,Tablet,1
3325,sess_96127,Mobile,0
3326,sess_92346,Desktop,1
3327,sess_23587,Mobile,1
3328,sess_86271,Tablet,1
3329,sess_53583,Mobile,0
3330,sess_27486,Tablet,0
3331,sess_15811,Tablet,0
3332,sess_56176,Mobile,0
3333,sess_81567,Tablet,0
3334,sess_54374,Desktop,0
3335,sess_94252,Tablet,0
3336,sess_32949,Desktop,1
3337,sess_99742,Desktop,0
3338,sess_70899,Tablet,1
3339,sess_72722,Mobile,1
3340,sess_92802,Desktop,0
3341,sess_33891,Mobile,0
3342,sess_27675,Desktop,1
3343,sess_18270,Tablet,0
3344,sess_69988,Tablet,0
3345,sess_14847,Desktop,0
3346,sess_48462,Tablet,0
3347,sess_36422,Desktop,0
3348,sess_15741,Tablet,0
3349,sess_36144,Mobile,0
3350,sess_15492,Tablet,0
3351,sess_51365,Mobile,0
3352,sess_50642,Tablet,0
3353,sess_77552,Mobile,0
3354,sess_62196,Tablet,1
3355,sess_81176,Mobile,0
3356,sess_72049,Desktop,0
3357,sess_43202,Desktop,0
3358,sess_14799,Mobile,0
3359,sess_94790,Tablet,0
3360,sess_35048,Mobile,1
3361,sess_47501,Tablet,0
3362,sess_56789,Desktop,1
3363,sess_16265,Tablet,0
3364,sess_95948,Desktop,0
3365,sess_53506,Tablet,0
3366,sess_45811,Tablet,1
3367,sess_26315,Tablet,0
3368,sess_58237,Mobile,0
3369,sess_67272,Mobile,0
3370,sess_62431,Desktop,0
3371,sess_67637,Desktop,0
3372,sess_60678,Mobile,0
3373,sess_54438,Desktop,0
3374,sess_34486,Mobile,0
3375,sess_75038,Tablet,0
3376,sess_75211,Desktop,1
3377,sess_58148,Desktop,1
3378,sess_78062,Mobile,1
3379,sess_44959,Desktop,0
3380,sess_20828,Desktop,0
3381,sess_65640,Tablet,0
3382,sess_20345,Desktop,0
3383,sess_66440,Tablet,0
3384,sess_88964,Mobile,0
3385,sess_33652,Desktop,0
3386,sess_81496,Tablet,0
3387,sess_48504,Mobile,1
3388,sess_52101,Desktop,0
3389,sess_23447,Mobile,0
3390,sess_20494,Desktop,0
3391,sess_52981,Mobile,0
3392,sess_96628,Mobile,0
3393,sess_48750,Tablet,1
3394,sess_50173,Mobile,1
3395,sess_68447,Desktop,0
3396,sess_88986,Desktop,1
3397,sess_65851,Tablet,1
3398,sess_31842,Desktop,1
3399,sess_68183,Desktop,1
3400,sess_56077,Desktop,0
3401,sess_68606,Mobile,0
3402,sess_15551,Mobile,0
3403,sess_56210,Desktop,0
3404,sess_90589,Tablet,1
3405,sess_67008,Mobile,0
3406,sess_45986,Tablet,0
3407,sess_93816,Desktop,1
3408,sess_17518,Desktop,1
3409,sess_19835,Mobile,1
3410,sess_97973,Desktop,0
3411,sess_93560,Mobile,0
3412,sess_63242,Desktop,0
3413,sess_57619,Desktop,0
3414,sess_77251,Mobile,0
3415,sess_99051,Mobile,0
3416,sess_30969,Mobile,1
3417,sess_14081,Desktop,0
3418,sess_28714,Desktop,0
3419,sess_89635,Tablet,0
3420,sess_98878,Mobile,0
3421,sess_67432,Desktop,0
3422,sess_14561,Desktop,1
3423,sess_26545,Mobile,0
3424,sess_18812,Tablet,1
3425,sess_40932,Mobile,0
3426,sess_94562,Tablet,1
3427,sess_58015,Desktop,0
3428,sess_57467,Tablet,0
3429,sess_60181,Desktop,0
3430,sess_84349,Mobile,1
3431,sess_14244,Mobile,0
3432,sess_89310,Mobile,0
3433,sess_30111,Tablet,1
3434,sess_99006,Desktop,1
3435,sess_68972,Mobile,0
3436,sess_58623,Mobile,0
3437,sess_58760,Desktop,0
3438,sess_68188,Mobile,0
3439,sess_20077,Desktop,0
3440,sess_85225,Desktop,1
3441,sess_28047,Desktop,1
3442,sess_79397,Desktop,0
3443,sess_58096,Desktop,0
3444,sess_62171,Tablet,0
3445,sess_51207,Mobile,1
3446,sess_95139,Tablet,1
3447,sess_46528,Mobile,0
3448,sess_42717,Tablet,1
3449,sess_24869,Desktop,0
3450,sess_13396,Mobile,0
3451,sess_34385,Mobile,0
3452,sess_75410,Tablet,0
3453,sess_77861,Tablet,0
3454,sess_60723,Mobile,0
3455,sess_83619,Tablet,0
3456,sess_25435,Tablet,1
3457,sess_44311,Tablet,0
3458,sess_44116,Desktop,0
3459,sess_68493,Desktop,0
3460,sess_38124,Tablet,0
3461,sess_90199,Tablet,0
3462,sess_47431,Desktop,0
3463,sess_74382,Desktop,0
3464,sess_36237,Mobile,0
3465,sess_26074,Mobile,0
3466,sess_27790,Desktop,0
3467,sess_19706,Tablet,0
3468,sess_69250,Tablet,0
3469,sess_32630,Tablet,0
3470,sess_68341,Tablet,1
3471,sess_21506,Mobile,0
3472,sess_99381,Desktop,0
3473,sess_51889,Tablet,1
3474,sess_97535,Mobile,0
3475,sess_55537,Tablet,0
3476,sess_18511,Desktop,1
3477,sess_82089,Mobile,1
3478,sess_81063,Desktop,1
3479,sess_48058,Desktop,0
3480,sess_49315,Mobile,0
3481,sess_30644,Mobile,0
3482,sess_93584,Mobile,0
3483,sess_32818,Mobile,0
3484,sess_57381,Mobile,0
3485,sess_76683,Mobile,1
3486,sess_39391,Mobile,0
3487,sess_25907,Tablet,0
3488,sess_36342,Desktop,0
3489,sess_28202,Mobile,0
3490,sess_41029,Tablet,0
3491,sess_74752,Tablet,0
3492,sess_13445,Tablet,0
3493,sess_57303,Desktop,0
3494,sess_82616,Mobile,1
3495,sess_85009,Tablet,1
3496,sess_58353,Desktop,0
3497,sess_71263,Desktop,0
3498,sess_82305,Desktop,1
3499,sess_27009,Tablet,1
3500,sess_90209,Mobile,0
3501,sess_21300,Tablet,0
3502,sess_18617,Tablet,0
3503,sess_50539,Mobile,1
3504,sess_62187,Mobile,1
3505,sess_72739,Mobile,0
3506,sess_78903,Desktop,1
3507,sess_63843,Mobile,0
3508,sess_63665,Tablet,1
3509,sess_85353,Mobile,0
3510,sess_19666,Tablet,1
3511,sess_26426,Desktop,0
3512,sess_51553,Tablet,0
3513,sess_94192,Tablet,0
3514,sess_19720,Mobile,1
3515,sess_68979,Mobile,1
3516,sess_71057,Tablet,1
3517,sess_99143,Mobile,1
3518,sess_77811,Desktop,0
3519,sess_55156,Desktop,0
3520,sess_26821,Mobile,0
3521,sess_82260,Desktop,0
3522,sess_93859,Mobile,0
3523,sess_87042,Tablet,0
3524,sess_33850,Tablet,0
3525,sess_26912,Desktop,0
3526,sess_66704,Mobile,0
3527,sess_75911,Mobile,0
3528,sess_17263,Desktop,1
3529,sess_26274,Tablet,1
3530,sess_77908,Desktop,1
3531,sess_30056,Tablet,0
3532,sess_49862,Mobile,0
3533,sess_31581,Tablet,1
3534,sess_31229,Desktop,0
3535,sess_52291,Mobile,0
3536,sess_39552,Desktop,0
3537,sess_55353,Desktop,0
3538,sess_78012,Tablet,0
3539,sess_47230,Desktop,0
3540,sess_20336,Tablet,0
3541,sess_42847,Mobile,0
3542,sess_35729,Tablet,0
3543,sess_93238,Mobile,1
3544,sess_82199,Tablet,0
3545,sess_45972,Desktop,0
3546,sess_26406,Tablet,1
3547,sess_91922,Tablet,0
3548,sess_49691,Mobile,0
3549,sess_90534,Desktop,0
3550,sess_79924,Tablet,0
3551,sess_22245,Desktop,0
3552,sess_75873,Tablet,1
3553,sess_94015,Tablet,0
3554,sess_32103,Desktop,0
3555,sess_87569,Tablet,0
3556,sess_86106,Desktop,0
3557,sess_30210,Tablet,0
3558,sess_32439,Mobile,0
3559,sess_96341,Desktop,0
3560,sess_91851,Tablet,0
3561,sess_89316,Tablet,0
3562,sess_54252,Mobile,0
3563,sess_83874,Desktop,1
3564,sess_15399,Tablet,0
3565,sess_13718,Mobile,0
3566,sess_20646,Tablet,0
3567,sess_15958,Desktop,0
3568,sess_94076,Tablet,0
3569,sess_85598,Tablet,0
3570,sess_44688,Tablet,1
3571,sess_95344,Tablet,1
3572,sess_37631,Mobile,0
3573,sess_84991,Mobile,0
3574,sess_64602,Desktop,1
3575,sess_91016,Mobile,1
3576,sess_93753,Mobile,1
3577,sess_13969,Desktop,0
3578,sess_75278,Mobile,0
3579,sess_92203,Mobile,0
3580,sess_81509,Desktop,0
3581,sess_47967,Desktop,0
3582,sess_94136,Desktop,0
3583,sess_49596,Tablet,1
3584,sess_73300,Tablet,0
3585,sess_42096,Desktop,1
3586,sess_99783,Desktop,0
3587,sess_63227,Desktop,0
3588,sess_48985,Tablet,0
3589,sess_69446,Tablet,1
3590,sess_19564,Mobile,0
3591,sess_17852,Mobile,0
3592,sess_30719,Desktop,1
3593,sess_67619,Tablet,0
3594,sess_64476,Tablet,0
3595,sess_73471,Tablet,0
3596,sess_70875,Desktop,0
3597,sess_36741,Mobile,0
3598,sess_54589,Desktop,0
3599,sess_89516,Mobile,0
3600,sess_28830,Mobile,0
3601,sess_50970,Desktop,0
3602,sess_51853,Mobile,0
3603,sess_55268,Mobile,0
3604,sess_62260,Tablet,0
3605,sess_27139,Mobile,0
3606,sess_58567,Desktop,0
3607,sess_77499,Desktop,0
3608,sess_83616,Mobile,1
3609,sess_23917,Tablet,0
3610,sess_51827,Tablet,1
3611,sess_41685,Mobile,1
3612,sess_71141,Mobile,0
3613,sess_26059,Desktop,0
3614,sess_45058,Mobile,0
3615,sess_68929,Tablet,1
3616,sess_42495,Mobile,0
3617,sess_28465,Desktop,0
3618,sess_22689,Desktop,0
3619,sess_16632,Desktop,1
3620,sess_48038,Desktop,1
3621,sess_60351,Desktop,0
3622,sess_90658,Mobile,0
3623,sess_64805,Mobile,0
3624,sess_42541,Mobile,0
3625,sess_30932,Mobile,1
3626,sess_52917,Desktop,0
3627,sess_85718,Tablet,0
3628,sess_50988,Mobile,0
3629,sess_34881,Tablet,1
3630,sess_30885,Mobile,1
3631,sess_75308,Mobile,0
3632,sess_77466,Tablet,1
3633,sess_71186,Desktop,0
3634,sess_75373,Mobile,0
3635,sess_50441,Mobile,0
3636,sess_75191,Mobile,0
3637,sess_13037,Tablet,0
3638,sess_21802,Desktop,1
3639,sess_61543,Tablet,0
3640,sess_76249,Tablet,0
3641,sess_69930,Desktop,0
3642,sess_41552,Tablet,0
3643,sess_38199,Desktop,1
3644,sess_86460,Mobile,0
3645,sess_56254,Desktop,0
3646,sess_16377,Mobile,1
3647,sess_16624,Tablet,0
3648,sess_46877,Tablet,0
3649,sess_74866,Mobile,0
3650,sess_88317,Tablet,0
3651,sess_95755,Desktop,1
3652,sess_98148,Mobile,1
3653,sess_71680,Tablet,0
3654,sess_47453,Mobile,1
3655,sess_80345,Desktop,0
3656,sess_11071,Desktop,0
3657,sess_24089,Tablet,0
3658,sess_66482,Desktop,0
3659,sess_27555,Mobile,0
3660,sess_44664,Desktop,0
3661,sess_57943,Mobile,1
3662,sess_62855,Mobile,0
3663,sess_57964,Desktop,0
3664,sess_15930,Tablet,0
3665,sess_62505,Desktop,0
3666,sess_16705,Mobile,0
3667,sess_84747,Mobile,0
3668,sess_83638,Desktop,1
3669,sess_35513,Tablet,0
3670,sess_57516,Tablet,0
3671,sess_82512,Mobile,0
3672,sess_47827,Mobile,0
3673,sess_19637,Tablet,0
3674,sess_60639,Desktop,0
3675,sess_76093,Mobile,0
3676,sess_69028,Mobile,0
3677,sess_82070,Tablet,0
3678,sess_46663,Desktop,0
3679,sess_91689,Tablet,0
3680,sess_99181,Desktop,1
3681,sess_90090,Desktop,0
3682,sess_25572,Desktop,1
3683,sess_26864,Mobile,0
3684,sess_22672,Tablet,1
3685,sess_61629,Tablet,0
3686,sess_58915,Desktop,0
3687,sess_54444,Mobile,0
3688,sess_83116,Mobile,1
3689,sess_57920,Tablet,0
3690,sess_28909,Mobile,0
3691,sess_36090,Mobile,0
3692,sess_88966,Desktop,1
3693,sess_76731,Mobile,0
3694,sess_62610,Desktop,1
3695,sess_75546,Tablet,0
3696,sess_15276,Mobile,0
3697,sess_15938,Tablet,0
3698,sess_15100,Tablet,1
3699,sess_27961,Mobile,0
3700,sess_53652,Mobile,1
3701,sess_72094,Tablet,0
3702,sess_78069,Mobile,0
3703,sess_69898,Desktop,0
3704,sess_29521,Desktop,0
3705,sess_89463,Mobile,1
3706,sess_77568,Tablet,1
3707,sess_28321,Mobile,1
3708,sess_52987,Mobile,0
3709,sess_90356,Tablet,0
3710,sess_51750,Tablet,0
3711,sess_31299,Desktop,1
3712,sess_61505,Tablet,0
3713,sess_90805,Desktop,0
3714,sess_49221,Tablet,0
3715,sess_87820,Mobile,0
3716,sess_54089,Desktop,1
3717,sess_76494,Desktop,0
3718,sess_76809,Desktop,0
3719,sess_79774,Mobile,0
3720,sess_74205,Mobile,0
3721,sess_83783,Mobile,0
3722,sess_49294,Mobile,0
3723,sess_72245,Mobile,1
3724,sess_12180,Desktop,1
3725,sess_58281,Mobile,0
3726,sess_53416,Desktop,0
3727,sess_98317,Mobile,1
3728,sess_24366,Tablet,0
3729,sess_64596,Desktop,0
3730,sess_86507,Tablet,0
3731,sess_50327,Desktop,0
3732,sess_92478,Tablet,0
3733,sess_13492,Mobile,1
3734,sess_88238,Mobile,0
3735,sess_72205,Mobile,0
3736,sess_44803,Desktop,0
3737,sess_95929,Tablet,0
3738,sess_85821,Mobile,0
3739,sess_85711,Tablet,1
3740,sess_39824,Tablet,1
3741,sess_16731,Mobile,0
3742,sess_86483,Mobile,1
3743,sess_72973,Tablet,1
3744,sess_32349,Mobile,1
